_inputshopbuymultiple;KUP
ui_gameboard_group_10_title;Rok Szczurołaka
ui_gameboard_group_11_title;Światynia Lilwani
ui_gameboard_group_12_title;Most
ui_gameboard_group_13_title;N/A
ui_gameboard_group_14_title;Laboratorium
ui_gameboard_group_16_title;Cena Władzy
ui_gameboard_group_17_title;Podróż po Aretuzie
ui_gameboard_group_2_title;Novigrad
ui_gameboard_group_3_title;Lyria
ui_gameboard_group_4_title;Aedirn
ui_gameboard_group_5_title;Mahakam
ui_gameboard_group_6_title;Rok Dzika
ui_gameboard_group_7_title;Karczma
ui_gameboard_group_8_title;Okręt
ui_gameboard_group_9_title;Wydarzenia z okazji Księżycowego Nowego Roku
ui_gwent_deck_library;Biblioteka talii Gwinta
ui_journey_2_story_title;Historia Ciri
ui_journey_bonus_disabled;Standardowa
ui_journey_bonus_disabled_updated;Odblokuj podróż premium, aby zdobyć podwójne <sprite="PopupIcons" name="WellRested"> nagrody
ui_journey_bonus_enabled;<sprite="PopupIcons" name="WellRested"> Nagroda x2
ui_journey_check_progress;Sprawdź postęp
ui_journey_claim_rewards;Odbierz nagrody!
ui_journey_coming_soon;Już niebawem
ui_journey_congratulations;Gratulacje! Zdobywasz poziom!
ui_journey_crowns_collected;Korony za wygrane rundy
ui_journey_crowns_quests;Korony za ukończone zadania
ui_journey_crowns_tooltip;Korony zebrane na obecnym etapie Podróży
ui_journey_level_tooltip;Twój obecny etap Podróży
ui_journey_list;Lista podróży
ui_journey_main_panel_buy;Odblokuj premium
ui_journey_main_panel_extended_path;Premium
ui_journey_main_panel_fast_travel;Szybkie podróżowanie
ui_journey_main_panel_levels;Poziomy
ui_journey_main_panel_standard_path;Standard
ui_journey_main_panel_story;Podróż: Opowieść
ui_journey_new_quests;Następna seria zadań będzie dostępna w kolejnym tygodniu.
ui_journey_panel_title;Lista podróży
ui_journey_popup_congratulation;Gratulacje!
ui_journey_popup_finish_journey;Podróż Jaskra została ukończona! Ciesz się nowym ekwipunkiem i drobiazgami zebranymi na szlaku. Z dumą noś swe nowe stroje!
ui_journey_popup_journey_end;Podróż dobiegła końca - zdobywanie połówek koron zapewni pkt nagród.
ui_journey_popup_premium_alzur_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów Podróży. \nOdblokuj też legendarną skórkę Alzura i dodatkowe ozdoby!
ui_journey_popup_premium_aretuza_desc;Zyskaj przewagę i natychmiast odblokuj 25 poziomów.\n Odblokuj planszę Główna sala w Aretuzie i dodatkowe ozdoby!
ui_journey_popup_premium_button;Niepowtarzalna okazja
ui_journey_popup_premium_ciri_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów Podróży. \n Odblokuj też legendarną skórkę Ciri i dodatkowe ozdoby!
ui_journey_popup_premium_ciri_title;Glejt premium +25 poziomów
ui_journey_popup_premium_dandelion_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów Podróży.\n Odblokuj też legendarną skórkę Jaskra i dodatkowe ozdoby!
ui_journey_popup_premium_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów Podróży. \n Odblokuj też legendarną skórkę Geralta i dodatkowe ozdoby!
ui_journey_popup_premium_geralt_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów Podróży. \n Odblokuj też legendarną skórkę Geralta i dodatkowe ozdoby!
ui_journey_popup_premium_regis_desc;Zyskaj przewagę i natychmiast odblokuj 25 poziomów.\nOdblokuj Emiela Regisa i dodatkowe ozdoby!
ui_journey_popup_premium_title;Glejt premium +25 poziomów
ui_journey_popup_premium_triss_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów.\n Odblokuj też legendarną skórkę Triss i dodatkowe ozdoby!
ui_journey_popup_premium_yen_desc;Wyprzedź innych! Natychmiast odblokuj 25 poziomów.\n Odblokuj też legendarną skórkę Yennefer i dodatkowe ozdoby!
ui_journey_popup_standard_alzur_desc;Natychmiast odblokuj legendarną skórkę Alzura!
ui_journey_popup_standard_aretuza_desc;Bezzwłocznie odblokuj planszę Główna sala w Aretuzie!
ui_journey_popup_standard_ciri_desc;Natychmiast odblokuj legendarną skórkę Ciri!
ui_journey_popup_standard_dandelion_desc;Natychmiast odblokuj legendarną skórkę Jaskra!
ui_journey_popup_standard_desc;Natychmiast odblokuj legendarną skórkę Geralta
ui_journey_popup_standard_geralt_desc;Natychmiast odblokuj legendarną skórkę Geralta
ui_journey_popup_standard_regis_desc;Odblokuj teraz Emiela Regisa!
ui_journey_popup_standard_title;Glejt premium
ui_journey_popup_standard_triss_desc;Natychmiast odblokuj legendarną skórkę Triss!
ui_journey_popup_standard_yen_desc;Natychmiast odblokuj legendarną skórkę Yennefer!
ui_journey_popup_start_journey;Rozpoczyna się podróż Jaskra! Śledź jego historię, rozgrywając mecze i wykonując cotygodniowe zadania.
ui_journey_popup_start_title;Witaj!
ui_journey_premium;Podróż premium
ui_journey_quest_complete;Ukończono zadanie!
ui_journey_quest_complete_updated;Dostępne wkrótce w Nowym Tygodniu
ui_journey_quest_difficulty_easy;Poziom łatwy
ui_journey_quest_difficulty_hard;Poziom trudny
ui_journey_quest_difficulty_normal;Poziom średni
ui_journey_quest_reset;Nowy Tydzień:
ui_journey_reroll_disabled_tooltip;Zmiana zadania będzie dostępna od Nowego Tygodnia
ui_journey_reroll_enabled_tooltip;Zmień zadanie
ui_journey_social_panel_week;TYDZIEŃ {0} / {1}
ui_journey_standard;Podróż standardowa
ui_journey_story_extended_next_week;Kolejna część przygód Geralta pojawi się za tydzień...
ui_journey_story_extended_title;Historia Geralta
ui_journey_story_heading;Sztuka radykalnie liberalna
ui_journey_story_standard_next_week;Kolejna część opowieści pojawi się za tydzień...
ui_journey_story_standard_title;Historia Jaskra
ui_journey_switch_warning_dialog_desc;Podróż w trybie premium pomaga ci robić postępy, ponieważ za ukończenie zadania otrzymujesz dodatkowe korony. Przełączenie się na podróż standardową wyłączy ten bonus.
ui_journey_switch_warning_dialog_title;Ostrzeżenie
ui_journey_switch_warning_dialog_toggle_desc;Nie pokazuj tego w przyszłości
ui_journey_timer_days;{0} DNI
ui_journey_timer_ends;KOŃCZY SIĘ:
ui_journey_until_next_level;do następnego poziomu
ui_journey_value;Wartość: {0}
ui_journey_well_rested_bonus;Zasłużony wypoczynek
ui_journey_well_rested_bonus_daily;Bonus do zdobywania koron za wygrane rundy - resetowany codziennie
ui_leader_name;Podróż Regisa
ui_leader_name_10000;Upiór
ui_leader_name_10001;Gascon
ui_leader_name_10002;Emhyr var Emreis
ui_leader_name_10003;Królowa krabopająków
ui_leader_name_10004;Gernichora
ui_leader_name_10005;Uzurpator
ui_leader_name_10006;Dettlaff van der Eretein
ui_leader_name_10007;Ardal aep Dahy
ui_leader_name_10008;Ukryty
ui_leader_name_10009;Anna Henrietta
ui_leader_name_10010;Jan Calveit
ui_leader_name_10011;Morvran Voorhis
ui_leader_name_10012;Król Foltest
ui_leader_name_10013;Duch Lasu
ui_leader_name_10014;Radowid V
ui_leader_name_10015;Królowa Calanthe
ui_leader_name_10016;Król Henselt
ui_leader_name_10017;Księżniczka Adda
ui_leader_name_10018;Królowa Meve
ui_leader_name_10019;Bandyta
ui_leader_name_10020;Król Demawend III
ui_leader_name_10021;Dana Meadbh
ui_leader_name_10022;Francesca Findabair
ui_leader_name_10023;Eldain
ui_leader_name_10024;Filavandrel aén Fidháil
ui_leader_name_10025;Brouver Hoog
ui_leader_name_10026;Eithné
ui_leader_name_10027;Bran Tuirseach
ui_leader_name_10028;Crach An Craite
ui_leader_name_10029;Harald Chromy
ui_leader_name_10030;Eist Tuirseach
ui_leader_name_10031;Arnjolf Ojcobójca
ui_leader_name_10032;Svalblod
ui_leader_name_10033;Król Żebraków
ui_leader_name_10034;Cyrus Engelkind Hemmelfart
ui_leader_name_10035;Sigismund Dijkstra
ui_leader_name_10036;Tasak
ui_leader_name_10037;Gudrun Bjornsdottir
ui_leader_name_10038;Skurwiel Junior
ui_leader_name_10039;Eredin Bréacc Glas
ui_leader_name_10040;Dowódca komanda
ui_leader_name_10041;Geralt
ui_leader_name_10042;Gaunter O'Dim
ui_leader_name_10043;Ciri
ui_leader_name_10044;Sklep
ui_leader_name_10045;Alzur
ui_leader_name_10046;Yennefer
ui_leader_name_10047;Triss Merigold
ui_leader_name_10048;Emiel Regis – człowiek
ui_leader_name_10049;Octavia Hale
ui_leader_name_10050;Emiel Regis – mieszaniec
ui_leader_name_10051;Emiel Regis – wampir
ui_leader_name_10052;Jaskier
ui_leader_trinket_group_1_title;Zbroja
ui_leader_trinket_group_2_title;Nakrycie głowy
ui_leader_trinket_group_3_title;Trofea
ui_leader_trinket_group_4_title;Oręż
ui_need_to_finish_action;Musisz najpierw dokończyć swój ruch
ui_need_to_play_card;Musisz zagrać kartę
ui_next_round;Następna runda
ui_next_season_will_start;Następny sezon zaczyna się za: {0}
ui_notification_journey_button;Więcej zadań
ui_notification_journey_main;Ukończono zadań: {0}
ui_recommended;Zalecane
ui_reward_book_love_2021_info_desc;Do zebrania wszystkich nagród potrzebne są czekoladowe serca
ui_reward_book_love2021_info_desc;Do zebrania wszystkich nagród potrzebne są czekoladowe serca
ui_reward_book_winter2021_info_desc;Potrzebujesz szyszek, aby odblokować wszystkie nagrody
ui_round_tutorial_main_title;Przebieg rund w Gwincie
ui_round_tutorial_match_won;ZWYCIĘSTWO
ui_round_tutorial_message_1;Na początku partii gracze dobierają po <b>10 KART</b>.
ui_round_tutorial_message_1b;Gracze zagrywają karty aż obaj spasują.
ui_round_tutorial_message_2;Pamiętaj, że musisz <b>WYGRAĆ 2 RUNDY</b>, by zwyciężyć, więc warto oszczędzać część kart na później.
ui_round_tutorial_message_3;Niewykorzystane karty przechodzą na kolejną rundę.\nPotem dobierasz <b>JESZCZE 3 KARTY</b> (max 10).
ui_round_tutorial_message_4;Gracze zagrywają karty aż obaj spasują.\nPamiętaj, że musisz <b>WYGRAĆ 2 RUNDY</b>!
ui_round_tutorial_message_5;Skoro obaj gracze wygrali po rundzie, zwycięzca zostanie wyłoniony w <b>RUNDZIE FINAŁOWEJ</b>.
ui_round_tutorial_message_6;Niewykorzystane karty przechodzą na kolejną rundę, a każdy gracz dobiera jeszcze po <b>3 KARTY</b>.
ui_round_tutorial_message_7;Wybór odpowiedniej rundy na zagranie swoich najlepszych kart jest kluczem do <b>ZWYCIĘSTWA</b>.
ui_round_tutorial_round_1;RUNDA 1
ui_round_tutorial_round_2;RUNDA 2
ui_round_tutorial_round_3;RUNDA 3
ui_round_tutorial_round_loss;RUNDA PRZEGRANA
ui_round_tutorial_round_won;RUNDA WYGRANA
ui_season_transition;Jesteś w trakcie zmiany Sezonu! Twoja gra nie będzie się wliczać do postępu rozgrywek sezonowych
ui_season_transition_name;Zmiana Sezonu
ui_seconds_shortcut;{0} s
ui_shop_gifting_btn;Kup jako prezent
ui_shop_gifting_selected_recipients;Wybrany odbiorca
ui_social_panel_journey_bonus_left;Pozostało {0} <sprite="PopupIcons" name="WellRested"> bonusu
ui_social_panel_journey_quests;Zadania w Podróży
ui_soundtrack_group_1_title;Podstawowa
ui_soundtrack_group_2_title;Specjalna
ui_soundtrack_group_3_title;Podróż po Aretuzie
ui_soundtrack_group_5_title;Podróż Jaskra
ui_soundtrack_group_6_title;Podróż Geralta
ui_soundtrack_group_7_title;Podróż Ciri
ui_tooltip_coins;Specjalna waluta Syndykatu. Możesz dysponować maksymalnie 9 monetami. Połowa twojego zapasu monet przechodzi z tobą do kolejnej rundy.
ui_vanity_inventory_change_category;Zmień kategorię
ui_vanity_inventory_equip_preview;Ekwipuj
ui_vanity_inventory_toggle_expand;Rozwiń / Zwiń
unfinished_transactions;Poprzednia transakcja nie została jeszcze ukończona. Spróbuj ponownie później, jeżeli komunikat się powtarza prosimy o kontakt z pomocą techniczną.
unfinished_transactions_title;Transakcja w toku
unknown_error;Podczas próby nawiązania połączenia z jedną z naszych usług wystąpił błąd. Bez obaw – najprawdopodobniej już go usuwamy.
unknown_error_title;Nieznany błąd
user_canceled_purchase;Udało Ci się anulować zakup.
user_canceled_purchase_title;Zakup anulowany
user_item_not_found;Wystąpił błąd, wybrany przedmiot nie istnieje. Prosimy o kontakt z pomocą techniczną.
user_item_not_found_title;Błąd
user_not_in_season;Niestety, ten sezon jest już nieaktywny.
user_not_in_season_title;Sezon zakończony
user_perk_daily_quests_additional_reroll;Wymień jedno dodatkowe zadanie dzienne.
user_perk_guaranteed_premium_choosables;Szansa na punkty nagród w ramach nagrody za GG
user_perk_guaranteed_premium_non_choosables;Co najmniej 1 karta premium wśród pierwszych 4 kart we wszystkich beczkach.
user_perk_guaranteed_rare_non_choosables;Co najmniej 1 karta rzadka wśród pierwszych 4 kart we wszystkich beczkach.
user_perk_increased_daily_reward_ore;Pomniejsze dzienne nagrody dają 20 szt. złota zamiast 15.
user_perk_increased_daily_reward_powder;Nagrody za codzienne logowanie się rosną -  w miejsce zwykłych kart pojawiają się premium
user_perk_increased_daily_reward_scraps;Pomniejsze dzienne nagrody dają 20 fragmentów kart zamiast 15.
user_perk_increased_gg_reward;Liczba nagród wzrasta z 5 do 7, kiedy Ty lub przeciwnik wyślecie gratulacje po walce.
user_perk_powder_for_daily_quests;Dodatkowe punkty nagród za ukończenie zadania dziennego
user_perk_reward_points_in_daily_rewards;Masz teraz szansę na zdobycie punktów nagród w ramach pomniejszych dziennych nagród.
user_signed_out_description;Aktywny użytkownik został wylogowany.
user_signed_out_title;Wylogowano
user_support_id;ID pomocy technicznej:
vanity_aura_80312_title;Bez aury (Człowiek)
vanity_aura_80313_title;Aura: Zielarz (Człowiek)
vanity_aura_80314_title;Aura: Mogilny tułacz (Człowiek)
vanity_aura_80315_title;Aura: Nietornadoperz (Człowiek)
vanity_aura_80316_title;Aura: Stado kruków (Człowiek)
vanity_aura_80317_title;Aura: Czerwony lampion (Człowiek)
vanity_aura_80318_title;Aura: Żółty lampion (Człowiek)
vanity_aura_80379_title;Bez aury (Mieszaniec)
vanity_aura_80380_title;Aura: Zielarz (Mieszaniec)
vanity_aura_80381_title;Aura: Mogilny tułacz (Mieszaniec)
vanity_aura_80382_title;Aura: Nietornadoperz (Mieszaniec)
vanity_aura_80383_title;Aura: Stado kruków (Mieszaniec)
vanity_aura_80384_title;Aura: Czerwony lampion (Mieszaniec)
vanity_aura_80385_title;Aura: Żółty lampion (Mieszaniec)
vanity_aura_80386_title;Bez aury (Wampir)
vanity_aura_80387_title;Aura: Zielarz (Wampir)
vanity_aura_80388_title;Aura: Mogilny tułacz (Wampir)
vanity_aura_80389_title;Aura: Nietornadoperz (Wampir)
vanity_aura_80390_title;Aura: Stado kruków (Wampir)
vanity_aura_80391_title;Aura: Czerwony lampion (Wampir)
vanity_aura_80392_title;Aura: Żółty lampion (Wampir)
vanity_avatar_40110_title;Awatar: Jaskier
vanity_avatar_40112_title;Awatar: Imlerith
vanity_avatar_40120_title;Awatar: Ciri
vanity_avatar_40130_title;Awatar: Zoltan z Dudą
vanity_avatar_40132_title;Awatar Zawodowca: Geralt
vanity_avatar_40141_title;Awatar: Lambert
vanity_avatar_40170_title;Awatar: Saskia
vanity_avatar_40171_title;Awatar: Aelirenn
vanity_avatar_40172_title;Awatar Caranthira
vanity_avatar_40173_title;Awatar: Vesemir
vanity_avatar_40174_title;Awatar: Priscilla
vanity_avatar_40175_title;Awatar: Niedźwiedzica
vanity_avatar_40176_title;Awatar: Elf
vanity_avatar_40177_title;Awatar: Serrit
vanity_avatar_40178_title;Awatar: Keira Metz
vanity_avatar_40179_title;Awatar: Morenn
vanity_avatar_40180_title;Awatar: Keltullis
vanity_avatar_40182_title;Awatar: Kotołak
vanity_avatar_40183_title;Awatar: Żołnierz
vanity_avatar_40184_title;Awatar: Dziki Gon
vanity_avatar_40185_title;Awatar: Płotka
vanity_avatar_40186_title;Awatar: Sukkub
vanity_avatar_40188_title;Awatar: Eudora
vanity_avatar_40189_title;Awatar: Egan
vanity_avatar_40190_title;Awatar: Jerzy z Kagen
vanity_avatar_40191_title;Awatar: Owca
vanity_avatar_40192_title;Awatar: Gryf
vanity_avatar_40193_title;Awatar: Villentretenmerth
vanity_avatar_40194_title;Awatar: Braenn
vanity_avatar_40195_title;Awatar: Drzewiec
vanity_avatar_40196_title;Awatar: Kiyan
vanity_avatar_42010_title;Awatar: Meve banitka
vanity_avatar_42011_title;Awatar: Raynard
vanity_avatar_42012_title;Awatar: Gascon
vanity_avatar_42013_title;Awatar: Barnaba Beckenbauer
vanity_avatar_42014_title;Awatar: Hajdawer
vanity_avatar_42015_title;Awatar: Eyck z Denesle
vanity_avatar_42016_title;Awatar: Gabor Zigrin
vanity_avatar_42017_title;Awatar: Czarna Rayla
vanity_avatar_42018_title;Awatar: Isbel z Hagge
vanity_avatar_42033_title;Awatar: Menno Coehoorn
vanity_avatar_42034_title;Awatar: Hrabia Caldwell
vanity_avatar_42035_title;Awatar: Straż Mahakamska
vanity_avatar_45007_title;Awatar: Pavko Gale
vanity_avatar_45008_title;Awatar: Maćko z Lisich Dołów
vanity_avatar_45009_title;Awatar: Walter Veritas
vanity_avatar_45052_title;Awatar: Vesemir
vanity_avatar_46005_title;Awatar: Elihal
vanity_avatar_47000_title;Awatar: Łowca
vanity_avatar_47001_title;Awatar: Sklep - Łowca Przygód
vanity_avatar_47003_title;Awatar: Elfi Łucznik
vanity_avatar_47004_title;Awatar: Viola
vanity_avatar_47005_title;Awatar: Amrynn
vanity_avatar_47006_title;Awatar: Narcissa
vanity_avatar_48001_title;Awatar: Gaunter O'Dimm
vanity_avatar_48021_title;Awatar: Królowa Calanthe
vanity_avatar_48022_title;Awatar: Svalblod
vanity_avatar_48023_title;Awatar: Dana Meadbh
vanity_avatar_48024_title;Awatar: Anna Henrietta
vanity_avatar_48035_title;Awatar: Biedna Pierdolona Piechota
vanity_avatar_48036_title;Awatar: Utopiec
vanity_avatar_48037_title;Awatar: Skelligijski wojownik
vanity_avatar_48038_title;Awatar: Partyzant Scoia'tael
vanity_avatar_48039_title;Awatar: Nilfgaardzki rycerz
vanity_avatar_48040_title;Awatar: Jaskier
vanity_avatar_48041_title;Awatar: Priscilla
vanity_avatar_48042_title;Awatar: Shani
vanity_avatar_48043_title;Awatar: Krwawy Baron
vanity_avatar_48044_title;Awatar: Zoltan Chivay
vanity_avatar_48045_title;Awatar: Lambert
vanity_avatar_48046_title;Awatar: Regis
vanity_avatar_48047_title;Awatar: Vernon Roche
