_inputshopbuymultiple;BUY
shop_data_ep6_preorder1_desc;<sprite="PopupIcons" name="PremiumKeg">25 Premium Way of the Witcher kegs\n\n<sprite="PopupIcons" name="Board">Alzur's Laboratory board — equippable immediately after purchase!\n\n<sprite="PopupIcons" name="Card">Alzur — Premium Neutral Card from the upcoming expansion! —equippable immediately after purchase!\n\nEnter the battle with a new legendary card from GWENT’s upcoming expansion right now, and do so in the most mysterious place of all — the sorcerer Alzur's laboratory.\n\nNote: Kegs will be ready to open once the Way of the Witcher expansion releases on December 8th, 2020.
shop_data_ep6_preorder1_title;Alzur's Pre-order Pack
shop_data_ep6_preorder2_desc;<sprite="PopupIcons" name="CardBack">Way of the Witcher shapeshifting cardback — equippable immediately after purchase!\n\n10-level boost (240 Crown Piece) in Alzur's Journey\n\nThe Way of the Witcher cardback is one that changes its appearance based on the faction you choose to lead onto GWENT’s battlefields. It alone makes this pack extraordinary, but the 10-level boost speeding up your progression in Alzur’s Journey makes it a gift that keeps on giving — regardless of your Journey tier. Extraordinary, indeed! \n\nNote: Kegs will be ready to open once the Way of the Witcher expansion releases on December 8th, 2020. Journey levels are granted as an achievement - it's claimable from the player profile. 
shop_data_ep6_preorder2_title;Extraordinary Pre-order Pack
shop_data_ep7_15_keg_gaea_title;Scraps x28, Price of Power Keg x15
shop_data_ep7_15_keg_title;Price of Power Keg x 15
shop_data_ep7_2_keg_gaea_title;Scraps x7, Price of Power Keg x2
shop_data_ep7_2_keg_title;Price of Power Keg x 2
shop_data_ep7_40_keg_gaea_title;Scraps x68, Price of Power Keg x40
shop_data_ep7_40_keg_title;Price of Power Keg x 40
shop_data_ep7_60_keg_gaea_title;Scraps x188, Price of Power Keg x60
shop_data_ep7_60_keg_title;Price of Power Keg x 60
shop_data_ep7_7_keg_gaea_title;Scraps x18, Price of Power Keg x7
shop_data_ep7_7_keg_title;Price of Power Keg x 7
shop_data_ep7_keg_desc;Price of Power Kegs are a means of bolstering your GWENT card collection with additional playing cards from the Price of Power expansion.\n\nOnce opened, this keg will grant you 5 cards from the expansion, 4 of which are of at least common rarity, and a 5th (chosen from 3 cards) that is guaranteed at least rare rarity
shop_data_ep7_keg_title;Price of Power Keg
shop_data_ep7_premium_15_keg_gaea_title;Scraps x35, Premium Price of Power Keg x15
shop_data_ep7_premium_15_keg_title;Premium Price of Power Keg x 15
shop_data_ep7_premium_2_keg_gaea_title;Scraps x10, Premium Price of Power Keg x2
shop_data_ep7_premium_2_keg_title;Premium Price of Power Keg x 2
shop_data_ep7_premium_40_keg_gaea_title;Scraps x80, Premium Price of Power Keg x40
shop_data_ep7_premium_40_keg_title;Premium Price of Power Keg x 40
shop_data_ep7_premium_60_keg_gaea_title;Scraps x260, Premium Price of Power Keg x60
shop_data_ep7_premium_60_keg_title;Premium Price of Power Keg x 60
shop_data_ep7_premium_7_keg_gaea_title;Scraps x25, Premium Price of Power Keg x7
shop_data_ep7_premium_7_keg_title;Premium Price of Power Keg x 7
shop_data_expansion_pass_ep7_desc;True power can be yours...\n\nThis Expansion Pass will grant access to the following items, spread between each of the Price of Power releases:\n\n- 117 PREMIUM Price of Power cards, including 78 unique ones\n\n- 21 Themed Ornaments - 18 avatars, a gameboard, a cardback, and a leader skin\n\n- Bonus item: animated Pyre Coin — unlockable immediately\n\nThis offer contains premium versions of all cards from the Price of Power set, with a selection of cards becoming available with the release of each of the three expansions. The same applies for all ornaments included in this offer — with the exception of the animated Pyre Coin bonus item, which is available to use immediately.
shop_data_expansion_pass_ep7_title;Price of Power - Expansion Pass
shop_data_festival_bundle_desc;<sprite="PopupIcons" name="Avatar"> Dancer avatar\n\n<sprite="PopupIcons" name="Border"> Festival border\n\n<sprite="PopupIcons" name="Title"> "Festival Dancer" title\n\n Let the dance begin! Join the merrymaking in celebration of the coming of Summer!
shop_data_festival_bundle_title;Festival Bundle
shop_data_fire_bundle_desc;<sprite="PopupIcons" name="Skin"> Ardent Orator Skin (Syndicate) \n\n<sprite="PopupIcons" name="Board"> Inferno Board \n\nThis Bundle was introduced to support GWENT Open 1 during the Year of the Wererat.
shop_data_fire_bundle_title;Flaming Bundle
shop_data_first_bundles_promo_title;Invaders / Northern Realms / Mahakam Bundles
shop_data_frozen_bundle_desc;<sprite="PopupIcons" name="Skin"> Frozen skin (Northern Realms) \n\n<sprite="PopupIcons" name="Board"> Demavend's Pride board\n\nThere's a chill in the air, can you feel it?... \n\nThis Bundle was introduced to support GWENT Open 3 during the Year of the Wererat.
shop_data_frozen_bundle_title;Frozen Bundle
shop_data_gang_bundle_desc;Show the world where your true allegiance lies within the Syndicate by equipping a border inspired by one of the leaders of GWENT’s new faction. This bundle includes:\n\n <sprite="PopupIcons" name="Border">Cleaver border\n\n <sprite="PopupIcons" name="Border">Whoreson Junior border\n\n <sprite="PopupIcons" name="Border">Gudrun Bjornsdottir border\n\n <sprite="PopupIcons" name="Border">King of Beggars border\n\n <sprite="PopupIcons" name="Border">Cyrus Hemmelfart border\n\n <sprite="PopupIcons" name="Border">Sigismund Dijkstra border
shop_data_gang_bundle_title;Syndicate Leaders Border Bundle
shop_data_gaunter_dark_skin_desc;<sprite="PopupIcons" name="Skin"> Gaunter O'Dimm Dark Skin (Neutral)\n\nGo all out in the battlefield as the evil incarnate, Gaunter O'Dimm himself, is here to accompany you in his most diabolical appearance yet.
shop_data_gaunter_dark_skin_title;Gaunter O'Dimm Dark Skin
shop_data_geralt_base_skin_promo_desc;<sprite="PopupIcons" name="Skin"> Geralt's Basic Skin\n<sprite="PopupIcons" name="Skin"> Geralt's Journey - premium pass\n The White Wolf is back! Get his skin & returning Journey now!\n Geralt's Journey will be available in May 2022.
shop_data_geralt_base_skin_promo_title;Geralt's Combo Offer
shop_data_great_oak_board_desc;<sprite="PopupIcons" name="Board"> Great Oak Board\n\nPurchasing this bundle helps to support GWENT esports; 30% of proceeds from the bundle will directly boost the prize pool for the GWENT World Masters Season 3, which takes place in December 2021!
shop_data_great_oak_board_title;Great Oak Board
shop_data_griffin_cardback_2020_desc;<sprite="PopupIcons" name="CardBack"> Season of Griffin Cardback\n\nThis cardback was first introduced as an unlockable item during the Season of Griffin in the Year of the Wererat.
shop_data_griffin_cardback_2020_title;Griffin Cardback (2020)
shop_data_griffin_cardback_desc;Show your affinity for the School of the Griffin!\n\nThis cardback was first introduced as an unlockable item during the Season of the Griffin in the Year of the Wild Boar.
shop_data_griffin_cardback_title;Griffin Cardback
shop_data_halloween_2020_treasure_chest_desc;You found this forgotten dusty chest after your last battle. Who knows what's inside?
shop_data_halloween_2020_treasure_chest_title;Forgotten Dwarven Treasure
shop_data_harald_rider_skin_desc;Nothin' like some overseas plunderin' in the springtime - or any time really! Well, except maybe for this glorious new skin for Harald an Craite, of course!
shop_data_harald_rider_skin_title;Raider Skin
shop_data_homecoming_pack_desc;This is a special offer to celebrate the full release of GWENT. It contains:\n\n    <sprite="PopupIcons" name="Card"> x1 Legendary Card\n\n    <sprite="PopupIcons" name="Keg"> x24 Base Set Kegs\n\n    <sprite="PopupIcons" name="Powder"> x500 Meteorite Powder\n\n    <sprite="PopupIcons" name="Ticket"> x5 Arena Tickets
shop_data_homecoming_pack_promo_title;Homecoming Pack
shop_data_homecoming_pack_title;Homecoming Pack
shop_data_ice_pack_open3_desc;<sprite="PopupIcons" name="Avatar"> Frozen Avatar\n\n<sprite="PopupIcons" name="Border"> Animated Ice Border\n\n<sprite="PopupIcons" name="Title">"Frozen" Title\n\n<sprite="PopupIcons" name="Powder"> 400 Meteorite Powder\n\nBrrrrrrr, it's getting cold in here!\n\nPurchasing this pack helps to support GWENT esports; 30% of proceeds from the pack will directly boost the prize pool for the GWENT Open 3, which takes place in August 2020!
shop_data_ice_pack_open3_title;Ice Pack (GWENT Open 3)
shop_data_invaders_bundle_desc;<sprite="PopupIcons" name="Board">Aedirn Board\n\n<sprite="PopupIcons" name="Skin">Emhyr Skin - The White Flame\n\n<sprite="PopupIcons" name="Avatar">Menno Coehoorn Avatar\n\nThis bundle is themed around Nilfgaard's invasion during the Thronebreaker storyline.
shop_data_invaders_bundle_title;Invaders Bundle
shop_data_keira_bundle_desc;<sprite="PopupIcons" name="Avatar"> Keira Metz Avatar\n\n<sprite="PopupIcons" name="Border"> Magic Lantern Border\n\n<sprite="PopupIcons" name="Title"> "In hiding" Title\n\nThis bundle allows you to obtain an avatar first introduced as an unlockable item during the Season of Magic in the Year of the Wild Boar and a brand-new border and title.
shop_data_keira_bundle_title;Keira Metz Bundle
shop_data_kitty_bundle_desc;<sprite="PopupIcons" name="Avatar"> Kitty Avatar\n\n<sprite="PopupIcons" name="Border"> Mice Border\n\n<sprite="PopupIcons" name="Title"> "Rascal" Title\n\nCelebrate the arrival of the Season of the Cat with this playful Kitty Bundle. Meow!
shop_data_kitty_bundle_title;Kitty Bundle
shop_data_kolgrim_bundle_desc;<sprite="PopupIcons" name="Avatar">Kolgrim Avatar\n\n<sprite="PopupIcons" name="Border"> Kolgrim Border\n\n<sprite="PopupIcons" name="Title">"Toxic" Title\n\nThis bundle allows you to obtain ornaments first introduced as unlockable items during the Season of the Viper in the Year of the Wererat.
shop_data_kolgrim_bundle_title;Kolgrim Bundle
shop_data_love_season_bundle_desc;<sprite="PopupIcons" name="CardBack"> Love Cardback\n\n<sprite="PopupIcons" name="Avatar"> 3 seasonal avatars: Priscilla Avatar, Dandelion Avatar, Succubus Avatar\n\n<sprite="PopupIcons" name="Border"> 4 seasonal borders: Secret Admirer Border, Sweet Talker Border, Casanova Border, Crimson Avenger Border\n\n<sprite="PopupIcons" name="Title"> Bonus title: True Romantic\n\nThis special bundle contains ornaments obtainable in GWENT during the Season of Love, along with a special bonus item!
shop_data_love_season_bundle_title;Season of Love Bundle
shop_data_lunar_board_desc_sale;<sprite="PopupIcons" name="Board"> Lunar Board\n\nA new battleground for a New Lunar Year! Make it a celebration you — and your opponents — will never forget.\nThis Bundle will be up for -30% off during the Lunar New Year sales.
shop_data_lunar_board_title;Lunar Board
shop_data_lunar_new_year_bundle_desc_sale;<sprite="PopupIcons" name="Avatar"> Lucky Avatar\n\n<sprite="PopupIcons" name="Border"> Golden Coin Border\n\n<sprite="PopupIcons" name="Title"> "The Lucky One" Title\n\n<sprite="PopupIcons" name="CardBack"> Lunar Cardback\n\nWant your year in GWENT be successful? These ornaments are said to bring extra luck to the owner!\nThis Bundle will be up for -30% off during the Lunar New Year sales.
shop_data_lunar_new_year_bundle_title;Lunar New Year Bundle
shop_data_lyria_bundle_desc;<sprite="PopupIcons" name="Avatar"> Caldwell Avatar\n\n<sprite="PopupIcons" name="Board"> Lyria Board\n\n<sprite="PopupIcons" name="Skin"> "Ally of Lyria" Skin\n\nThis bundle allows you to obtain ornaments first introduced with the Homecoming.
shop_data_lyria_bundle_title;Lyria Bundle
shop_data_magic_cardback_2020_desc;<sprite="PopupIcons" name="CardBack"> Season of Magic Cardback\n\nThis cardback was first introduced as an unlockable item during the Season of Magic in the Year of the Wererat.
shop_data_magic_cardback_2020_title;Magic Cardback (2020)
shop_data_mahakam_board_desc;<sprite="PopupIcons" name="Board"> Mahakam Board (Neutral) \n\nEnter the mountainous region of Mahakam and win epic battles in the frozen Mahakam Fortress.
shop_data_mahakam_board_title;Mahakam Board
shop_data_mahakam_bundle_desc;This bundle is themed around Meve's journey through Mahakam during the Thronebreaker storyline and contains:\n\n    Mahakam Board\n\n    Brouver Skin - Mahakam Defender\n\n    Mahakam Guard Avatar
shop_data_mahakam_bundle_title;Mahakam Bundle
shop_data_mahakam_cardback_desc;Show your affinity for the frozen region of Mahakam!\n\nThis cardback was first introduced as an unlockable item during the Season of Mahakam in the Year of the Wild Boar.
shop_data_mahakam_cardback_title;Mahakam Cardback
shop_data_mahakam_seasonal_bundle_desc;<sprite="PopupIcons" name="Avatar"> Garth Rockstew Avatar\n\n<sprite="PopupIcons" name="Border"> Elder-in-Chief Border\n\n<sprite="PopupIcons" name="Title"> "of Mahakam" Title\n\nThis bundle contains ornaments first introduced as unlockable items during the Season of Mahakam in the Year of the Wild Boar - along with a new special bonus item!
shop_data_mahakam_seasonal_bundle_title;Mahakam Bundle
shop_data_masters_cardback_season2_desc;<sprite="PopupIcons" name="CardBack">World Masters Season 2 Cardback\n\nCelebrate GWENT Masters Season 2 with this special Cardback connected to all four elements from previous Opens.
shop_data_masters_cardback_season2_title;World Masters Season 2 Cardback
shop_data_mega_pack_1_ep7_title;Once upon a Pyre - Combo Pack
shop_data_mega_pack_2_ep7_title;7.2 - Combo Pack
shop_data_mega_pack_3_ep7_title;7.3 - Combo Pack
shop_data_meteorite_powder_desc;Meteorite powder can be used to transmute standard cards into their animated, premium versions. It's also used to purchase some ornaments - available in different sections of the shop.
shop_data_midwinter_bundle_desc;<sprite="PopupIcons" name="Skin">Santa Crach leader skin (Skellige) \n\n<sprite="PopupIcons" name="Border"> Yule Ring Border \n\n<sprite="PopupIcons" name="Border"> Reindeer Border\n\n<sprite="PopupIcons" name="Avatar">Ermion Avatar\n\n<sprite="PopupIcons" name="Title">"Festive Fanatic" Title\n\n Celebrate Midwinter with this special festive bundle, featuring wintertime-themed ornaments for your GWENT collection!
shop_data_midwinter_bundle_desc_sale;<sprite="PopupIcons" name="Skin">Santa Crach leader skin (Skellige) \n\n<sprite="PopupIcons" name="Border"> Yule Ring Border \n\n<sprite="PopupIcons" name="Border"> Reindeer Border\n\n<sprite="PopupIcons" name="Avatar">Ermion avatar\n\n<sprite="PopupIcons" name="Title">"Festive Fanatic" title\n\n This bundle will be available for -30% off during the Winter Event sale.
shop_data_midwinter_pack_desc;<sprite="PopupIcons" name="Keg"> x1 Legendary card\n\n    <sprite="PopupIcons" name="Keg"> x50 Base Set Kegs\n\n     <sprite="PopupIcons" name="Scraps"> x1,000 Scraps\n\n     <sprite="PopupIcons" name="Powder"> x1,000 Meteorite Powder\n\n     <sprite="PopupIcons" name="Ticket"> x10 Arena Tickets
shop_data_midwinter_pack_title;Midwinter Pack
shop_data_minstrel_bundle_desc;<sprite="PopupIcons" name="Avatar"> Minstrel avatar\n\n<sprite="PopupIcons" name="Border"> Campfire border\n\n<sprite="PopupIcons" name="Title"> "Minstrel" title\n\nTake your place near the campfire and share your best stories with friends over a round of GWENT!
shop_data_minstrel_bundle_title;Minstrel Bundle
shop_data_monster_keg_15_title;Monster Keg x15
shop_data_monster_keg_15_title_gaea;Scraps x28, Monster Keg x15
shop_data_monster_keg_2_title;Monster Keg x2
shop_data_monster_keg_2_title_gaea;Scraps x7, Monster Keg x2
shop_data_monster_keg_40_title;Monster Keg x40
shop_data_monster_keg_40_title_gaea;Scraps x68, Monster Keg x40
