_inputshopbuymultiple;ACQUISTA
shop_faction_pack_skellige_desc;<sprite="PopupIcons" name="Keg">5 barili Skellige\n\n<sprite="PopupIcons" name="CardBack">Dorso metallizzato Skellige\n\n<sprite="PopupIcons" name="Card">Carta Harald an Craite\n\n<sprite="PopupIcons" name="Border">Bordo Skellige\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Skellige, una carta Oro Skellige selezionata, un bordo di fazione unico e un dorso di fazione specifico.
shop_faction_pack_syndicate_desc;<sprite="PopupIcons" name="Keg">5 barili Sindacato\n\n<sprite="PopupIcons" name="CardBack">Dorso metallizzato Sindacato\n\n<sprite="PopupIcons" name="Card">Carta Jacques: bambino prodigio\n\n<sprite="PopupIcons" name="Border">Bordo Sindacato\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Sindacato, una carta Oro Sindacato selezionata, un bordo di fazione unico e un dorso di fazione specifico.
shop_fortunate_bundle_desc;<sprite="PopupIcons" name="Coin"> Moneta fortunata\n\n<sprite="PopupIcons" name="Title"> Titolo "Fortunata"\n\nMigliora la tua fortuna con questa moneta.
shop_great_oak_year_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar Famiglio malvagio\n\n<sprite="PopupIcons" name="Border">Bordo Rami di quercia\n\n<sprite="PopupIcons" name="Title">Titolo "L'enorme"\n\n<sprite="PopupIcons" name="CardBack">Dorso La Grande Quercia\n\nL'acquisto di questo bundle serve a supportare GWENT nell'ambito dell'eSport. Il 30% dei proventi delle vendite del bundle andrà ad aumentare il montepremi della stagione 3 del torneo GWENT World Masters che si terrà a dicembre 2021!
shop_great_oak_year_bundle_title;Bundle La Grande Quercia
shop_ida_emean_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar Ida Emean\n\n<sprite="PopupIcons" name="Border">Avatar Portale elfico\n\n<sprite="PopupIcons" name="Title">Titolo "Aen Saevherne"\n\nQuesto bundle contiene ornamenti che sono stati introdotti per la prima volta come oggetti sbloccabili durante la stagione degli Elfi nell'anno del Ratto mannaro.
shop_ida_emean_bundle_title;Bundle Ida Emean
shop_ivo_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Ivo di Belhaven\n\n<sprite="PopupIcons" name="Border"> Bordo Guardiano ursino\n\n<sprite="PopupIcons" name="Title"> Titolo "di Belhaven"\n\nDimostra la tua affinità con la Scuola dell'Orso! Questo bundle contiene ornamenti introdotti per la prima volta come oggetti sbloccabili durante la stagione dell'Orso nell'anno del Ratto mannaro.
shop_ivo_bundle_title;Bundle di Ivo
shop_keg_category_all;Tutte le carte
shop_keg_category_factions;Barili fazione
shop_keg_category_misc;Varie
shop_keg_category_sets;Barili set
shop_leaders_combo_desc;Colleziona tutte e 12 le nuove carte Leggendarie, 2 per ogni fazione!\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta Mannaia \n<sprite="PopupIcons" name="Card">Carta Figlio-di-puttana Junior \n<sprite="PopupIcons" name="Card">Carta Re Foltest \n<sprite="PopupIcons" name="Card">Carta Regina Meve \n<sprite="PopupIcons" name="Card">Carta Crach An Craite \n<sprite="PopupIcons" name="Card">Carta Eist Tuirseach \n<sprite="PopupIcons" name="Card">Carta Brouver Hoog \n<sprite="PopupIcons" name="Card">Carta Eldain \n<sprite="PopupIcons" name="Card">Carta L'Invisibile \n<sprite="PopupIcons" name="Card">Carta Dettlaff van der Eretein \n<sprite="PopupIcons" name="Card">Carta Emhyr var Emreis \n<sprite="PopupIcons" name="Card">Carta Anna Henrietta
shop_leaders_combo_title;Pacchetto Volti familiari
shop_leaders_monsters_desc;La luna rossa sta sorgendo!\n\nOttieni 2 nuove carte Leggendarie della fazione Mostri, L'Invisibile e Dettlaff van der Eretein, più altre 6 carte che supportano l'archetipo Vampiri.\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta L'Invisibile \n<sprite="PopupIcons" name="Card">Carta Dettlaff van der Eretein \n<sprite="PopupIcons" name="Card">Carta Katakan \n<sprite="PopupIcons" name="Card">Carta Gael \n<sprite="PopupIcons" name="Card">2 carte Nekurat \n<sprite="PopupIcons" name="Card">2 carte Bruxa
shop_leaders_monsters_title;Pacchetto Luna rossa
shop_leaders_nilfgaard_desc;Migliora la tua strategia di spionaggio!\n\nOttieni 2 nuove carte Leggendarie della fazione Nilfgaard, Anna Henrietta ed Emhyr var Emreis, più altre 6 carte che supportano l'archetipo Spie.\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta Emhyr var Emreis \n<sprite="PopupIcons" name="Card">Carta Anna Henrietta \n<sprite="PopupIcons" name="Card">Carta Joachim de Wett \n<sprite="PopupIcons" name="Card">Carta Artorius Vigo \n<sprite="PopupIcons" name="Card">2 carte Informatrice di corte \n<sprite="PopupIcons" name="Card">2 carte Aristocratici sediziosi
shop_leaders_nilfgaard_title;Pacchetto Spionaggio
shop_leaders_northern_desc;Le armate attendono gli ordini, vostra maestà!\n\nOttieni 2 nuove carte Leggendarie della fazione Regni Settentrionali, Re Foltest e Regina Meve, più altre 6 carte in sinergia con questi sovrani.\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta Re Foltest \n<sprite="PopupIcons" name="Card">Carta Regina Meve \n<sprite="PopupIcons" name="Card">Carta Vissegerd \n<sprite="PopupIcons" name="Card">Carta Egmund \n<sprite="PopupIcons" name="Card">2 carte Guardie reali di Radovid \n<sprite="PopupIcons" name="Card">2 carte Lyria: lanzichenecco
shop_leaders_northern_title;Pacchetto Sovrani
shop_leaders_scoia_desc;Colpisci dall'ombra!\n\nOttieni 2 nuove carte Leggendarie della fazione Scoia'tael, Brouver Hoog ed Eldain, più altre 6 carte in sinergia con l'archetipo Trappole.\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta Brouver Hoog \n<sprite="PopupIcons" name="Card">Carta Eldain\n<sprite="PopupIcons" name="Card">Carta Yaevinn\n<sprite="PopupIcons" name="Card">Carta Fossa letale\n<sprite="PopupIcons" name="Card">2 carte Commando di Vernossiel\n<sprite="PopupIcons" name="Card">2 carte Trappola mortale
shop_leaders_scoia_title;Pacchetto Commando
shop_leaders_skellige_desc;Saccheggiamo!\n\nOttieni 2 nuove carte Leggendarie della fazione Skellige, Crach An Craite ed Eist Tuirseach, più altre 6 carte in sinergia con loro.\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta Crach An Craite \n<sprite="PopupIcons" name="Card">Carta Eist Tuirseach \n<sprite="PopupIcons" name="Card">Carta Holger Manonera \n<sprite="PopupIcons" name="Card">Carta Jutta an Dimun \n<sprite="PopupIcons" name="Card">2 carte Drakkar corazzato \n<sprite="PopupIcons" name="Card">2 carte Ciurma letale: predatrice
shop_leaders_skellige_title;Pacchetto Schermaglia
shop_leaders_syndicate_desc;Divertimento all'insegna della violenza!\n\nOttieni 2 nuove carte Leggendarie della fazione Sindacato, Figlio-di-puttana Junior e Mannaia, più altre 6 carte in sinergia con loro.\n\nQuesto pacchetto contiene:\n<sprite="PopupIcons" name="Card">Carta Mannaia \n<sprite="PopupIcons" name="Card">Carta Figlio-di-puttana Junior \n<sprite="PopupIcons" name="Card">Carta Sir Zannaletale \n<sprite="PopupIcons" name="Card">Carta Figlio-di-puttana: sgorbi \n<sprite="PopupIcons" name="Card">2 carte Tregua di convenienza \n<sprite="PopupIcons" name="Card">2 carte Contrabbando
shop_leaders_syndicate_title;Pacchetto Criminali
shop_love_cardback_desc;Innamorati!\n\nQuesto dorso è stato introdotto per la prima volta come oggetto sbloccabile durante la stagione dell'Amore nell'anno del Cinghiale.
shop_love_cardback_title;Dorso Amore
shop_lubberkin_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Lubberkin\n\n<sprite="PopupIcons" name="Border"> Bordo Lubberkin\n\n<sprite="PopupIcons" name="Title"> Titolo "Lubberkin"\n\nFesteggia l'arrivo della stagione dell'Amore e abbraccia questo affascinante spirito guardiano.
shop_lubberkin_bundle_title;Bundle Lubberkin
shop_lucky_bundle_desc;<sprite="PopupIcons" name="Coin"> Moneta fortunata\n\n<sprite="PopupIcons" name="Title"> Titolo "Il Fortunato"\n\nMigliora la tua fortuna con questa moneta.
shop_lucky_bundle_title;Moneta fortunata
shop_lunar_cardback_desc;Partecipa alla festa dell'anno nuovo lunare!\n\nFesteggia l'anno del Bue!
shop_lunar_cardback_title;Dorso lunare
shop_one_click_payment_description;Acquista usando la carta di credito che termina in {0}
shop_open_preorder_pack_desc;Potrai aprirlo solo dopo l'uscita dell'espansione.
shop_open_preorder_pack_title;Impossibile aprire
shop_ornaments_category_1;Dorsi
shop_ornaments_category_2;Skin del comandante
shop_ornaments_category_3;Tavolieri
shop_ornaments_category_4;Bundle
shop_ornaments_category_5;Offerte speciali
shop_packs_category_1;Pacchetti di fazione
shop_packs_category_2;Pacchetti iniziali
shop_popular;Oggetti popolari
shop_powder_section_description;La polvere meteorica serve a trasformare le carte della tua collezione nelle rispettive varianti premium, che includono animazioni ed altri effetti speciali.
shop_powder_section_title;Polvere meteorica
shop_sale;In offerta
shop_school_of_wolf_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar Vesemir\n\n<sprite="PopupIcons" name="Border">Bordo Warg supremo\n\n<sprite="PopupIcons" name="Title">Titolo "Decano"\n\nQuesto bundle contiene ornamenti che sono stati introdotti per la prima volta come oggetti sbloccabili durante la stagione del Lupo nell'anno del Cinghiale, oltre a un nuovo e speciale oggetto bonus!
shop_school_of_wolf_bundle_title;Bundle Scuola del Lupo
shop_season_bear_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Orsa\n\n<sprite="PopupIcons" name="Border"> Bordo Orso\n\n<sprite="PopupIcons" name="Title"> Titolo "Feroce"\n\nQuesto bundle contiene ornamenti che sono stati introdotti per la prima volta come oggetti sbloccabili durante la stagione dell'Orso nell'anno del Cinghiale, oltre a un nuovo e speciale oggetto bonus!
shop_season_bear_bundle_title;Bundle Ferocia
shop_shupe_antlers_bundle_desc;<sprite="PopupIcons" name="Skin"> Skin Empørio di base (tutte le fazioni)\n\n<sprite="PopupIcons" name="Trinket"> Corna festive\n\n<sprite="PopupIcons" name="Title"> Titolo "Troll festivo"\n\nEmpørio augura i MIGLIORISSIMI auguri a te e ai tuoi cari\nEmpørio ti augura festosissime feste
shop_shupe_antlers_bundle_title;Bundle Corna festive
shop_shupe_antlers_desc;<sprite="PopupIcons" name="Trinket"> Corna festive\n\n<sprite="PopupIcons" name="Title"> Titolo "Troll festivo"\n\nEmpørio augura i migliori auguri a te e ai tuoi cari\nEmpørio ti augura buone feste
shop_shupe_antlers_title;Corna festive
shop_shupe_bunny_ears_bundle_desc;<sprite="PopupIcons" name="Skin">Skin base Empørio\n\n<sprite="PopupIcons" name="Trinket">Orecchie da coniglietto di Empørio\n\n<sprite="PopupIcons" name="Avatar">Avatar Empørio coniglietto\n\n"BOING BOING! EMPØRIO VELOCE E SOFFICE! COME CONIGLIETTO!"
shop_shupe_bunny_ears_bundle_title;Empørio - Bundle Coniglietto festivo
shop_shupe_bunny_ears_trinket_desc;<sprite="PopupIcons" name="Trinket">Orecchie da coniglietto di Empørio\n\n<sprite="PopupIcons" name="Avatar">Avatar Empørio coniglietto\n\n"EMPØRIO SENTITO CHE UMANO VUOLE COMPRARE? CON GRANDI ORECCHIE SENTE TUTTO!"\n\nNota: questo elemento è contenuto anche nell'offerta Empørio - Bundle Coniglietto festivo. Le orecchie da coniglietto di Empørio richiedono la skin base di Empørio.
shop_shupe_bunny_ears_trinket_title;Empørio - Orecchie da coniglietto
shop_shupe_leafhat_bundle_desc;<sprite="PopupIcons" name="Skin">Skin base Empørio (tutte le fazioni)\n\n<sprite="PopupIcons" name="Trinket">Cappello quadrifoglio \n\nEMPØRIO sente di avere fortuna, una fortuna SPACCATA.
shop_shupe_leafhat_bundle_title;Bundle Quadrifoglio di Empørio
shop_shupe_leafhat_trinket_desc;<sprite="PopupIcons" name="Trinket"> Cappello quadrifoglio \n\nUn'offerta davvero fortunata!\n\nGWENT è un gioco di abilità, non di fortuna. Ma averne un po' di certo non guasta!\nNota: questo elemento è contenuto anche nell'offerta Bundle Quadrifoglio.
shop_shupe_leafhat_trinket_title;Decorazione Quadrifoglio di Empørio
shop_shupe_love_avatar_desc;Accetta un po' di amore dal tuo negoziante preferito e ottieni questo avatar di Empørio di peluche gratuito!\n\nDisponibile solo durante l'evento dell'amore.
shop_shupe_love_avatar_title;Avatar di Empørio gratis!
shop_shupe_love_bundle_desc;<sprite="PopupIcons" name="Skin"> Skin base di Empørio (tutte le fazioni)\n\n<sprite="PopupIcons" name="Trinket"> Alucce\n\n<sprite="PopupIcons" name="Title"> Titolo "Innamorato"\n\nTanto amore da EMPØRIO a te. EMPØRIO ti aiuta a trovare la creatura giusta.\nEMPØRIO non sa volare davvero.
shop_shupe_love_bundle_title;Bundle Amore
shop_shupe_love_trinket_desc;<sprite="PopupIcons" name="Trinket"> Decorazione Alucce (utilizzabile con la skin predefinita di Empørio)\n\n<sprite="PopupIcons" name="Title"> Titolo "Innamorato"\n\nInnamorati con queste piccole ali di Empørio.\n\nNota: questo elemento è disponibile anche nell'offerta Bundle Amore.
shop_shupe_love_trinket_title;Decorazione dell'amore
shop_tutorial_complete;Tutorial completato
shop_ultimate_starter_pack_v6_desc;<sprite="PopupIcons" name="Keg">5 barili del set base\n\n<sprite="PopupIcons" name="Keg">5 barili Crimson Curse\n\n<sprite="PopupIcons" name="Keg">5 barili Novigrad\n\n<sprite="PopupIcons" name="Keg">5 barili Iron Judgment\n\n<sprite="PopupIcons" name="Keg">5 barili Merchants of Ofir\n\n<sprite="PopupIcons" name="Keg">5 barili Master Mirror\n\n<sprite="PopupIcons" name="Keg">5 barili Way of the Witcher\n\nQuesto pacchetto ti permette di ampliare rapidamente la tua collezione e creare un potente mazzo da portare in battaglia.
shop_wild_hunt_cardback_desc;La caccia ha inizio!\n\nQuesto dorso è stato introdotto per la prima volta come oggetto sbloccabile durante la Stagione della Caccia Selvaggia nell'Anno del Cinghiale.
shop_wild_hunt_cardback_title;Dorso Caccia Selvaggia
shop_winter_blue_bunlde_desc;<sprite="PopupIcons" name="Skin"> Skin Nonno Gelo di Ardal (Nilfgaard)\n\n<sprite="PopupIcons" name="Avatar"> Avatar Fanciulla di neve\n\n<sprite="PopupIcons" name="Border"> Bordo gelido\n\n<sprite="PopupIcons" name="Border"> Bordo Slittino\n\n<sprite="PopupIcons" name="Title"> Titolo "il Congelato"\n\nÈ una mia impressione o sta cominciando a fare freddino? Sono io?
shop_winter_blue_bunlde_title;Bundle Congelamento
shop_winter_board_desc;Vuoi comprare... maiali addobbati?!? Ma è già Yule?\n\nQuesto tavoliere è stato introdotto per la prima volta con l'evento di Yule 2019 nell'Anno del Cinghiale.
shop_winter_board_title;Tavoliere Inverno
shop_witcher_deck_desc;<sprite="PopupIcons" name="Keg">5 barili Way of the Witcher\n<sprite="PopupIcons" name="Card">Carta Madoc\n<sprite="PopupIcons" name="Card">Carta Geralt: Quen\n<sprite="PopupIcons" name="Card">Carta Vesemir: mentore\n<sprite="PopupIcons" name="Card">2 carte Polvere lunare\n<sprite="PopupIcons" name="Card">2 carte Vento del nord\n<sprite="PopupIcons" name="Card">2 carte Stella danzante\n<sprite="PopupIcons" name="Card">2 carte Trasportatore di bombe\n\nAmplia la tua collezione e prova un nuovo modo esplosivo di giocare a GWENT!\nQuesto pacco è ideale per la sinergia con la nuova carta, Madoc, e con le carte Witcher. Adatto per i giocatori che desiderano partire alla grande con l'archetipo di mazzo basato sui witcher.
shop_witcher_deck_title;Mazzo del witcher
shop_witchers_pack_title;Witcher - Pacchetto Rinforzi
shop_wolf_cardback_desc;Diventa parte del branco!\n\nQuesto dorso è stato introdotto per la prima volta come oggetto sbloccabile durante la stagione del Lupo nell'anno del Cinghiale.
shop_wolf_cardback_title;Dorso Lupo
shopmenu_campaigns_title;Thronebreaker
shopmenu_kegs_title;Barili di carte
shopmenu_opening_next;Apri il barile successivo
shopmenu_opening_product_back_popup_desc;Seleziona la quinta carta per tornare alla schermata precedente
shopmenu_opening_product_back_popup_title;Completa l'apertura del barile!
shopmenu_opening_product_continue;Continua
shopmenu_opening_product_title;Apri merci
shopmenu_openproduct;Apri oggetti
shopmenu_opning_product_continue;Continua
shopmenu_packs_title;Pacchetti iniziali
shopmenu_powder_title;Polvere meteorica
shopmenu_title;Negozio di Empørio
shopmenu_trinkets_title;Decorazioni
showcase_achievement_picker_clear;Slot vuoto
showcase_achievement_picker_title;Scegli un contratto per lo slot {0}
showcase_achievement_pickup;Scegli un contratto da esporre.
silver;Argento
ske_fluff_description;Centinaia di miglia al largo della costa occidentale del Continente ci sono le Isole Skellige. Paragonate alla vastità dei Regni Settentrionali e dell'Impero di Nilfgaard, sembrano macchioline d'inchiostro sulla mappa. Come mai allora nessuno le ha mai conquistate? La verità è che... ci hanno provato in molti. Relitti di flotte nemiche punteggiano le coste, mentre i guerrieri di Skellige bevono birra dagli elmi arrugginiti dei nemici. Da decenni, nessuna forza continentale osa avvicinarsi sospinta da venti di guerra, un fatto che ha destato qualche preoccupazione agli isolani: senza il fervore della battaglia, come possono ambire alla gloria e assicurarsi un posto al fianco dei loro antenati? Senza alternative, decidono di salpare a bordo delle loro navi, intonando canti, per domare i mari in tempesta alla volta delle terre fertili, in cerca di sangue e razzie...
ske_fluff_title;Skellige
skellige_preset_deck_name;Mazzo Skellige iniziale
skin_artist_illustration;Grafico 3D:
skip_training_popup_text;Saltare l'addestramento?
skip_training_popup_title;Salta addestramento
skip_tutorial_popup_text;Vuoi davvero saltare il tutorial?
skip_tutorial_popup_title;Salta tutorial
