_inputshopbuymultiple;구매
shop_data_skellige_keg_desc;스켈리게 카드통에는 총 5장의 스켈리게 카드가 들어있습니다. 그중 4장의 카드는 일반 등급 이상의 카드이며, 5번째 카드는 희귀 등급 이상의 카드 3장 중에서 원하는 1장을 선택하여 획득하게 됩니다.
shop_data_skellige_keg_title;스켈리게 카드통
shop_data_special_premium_keg_desc;조각으로만 구매할 수 있습니다. 스페셜 카드통에는 총 5장의 <b>프리미엄</b> 카드가 들어있습니다. 그중 4장의 카드는 일반 등급 이상의 카드이며, 5번째 카드는 희귀 등급 이상의 카드 3장 중에서 원하는 1장을 선택하여 획득하게 됩니다.
shop_data_special_premium_keg_title;스페셜 프리미엄 카드통
shop_data_starter_pack_desc;궨트 스타터 팩은 카드 컬렉션을 시작할 수 있도록 도와드리기 위해 제공하는 팩으로 한 번만 구매하실 수 있습니다. 구성품은 다음과 같습니다.\n\n<sprite="PopupIcons" name="Card"> 프리미엄 전설 카드 1장\n\n<sprite="PopupIcons" name="Powder"> 운석 가루 400개\n\n<sprite="PopupIcons" name="Keg"> 얼티밋 카드통 10개
shop_data_starter_pack_promo_desc;1회 한정 부스터
shop_data_starter_pack_promo_title;스타터 팩
shop_data_starter_pack_title;스타터 팩
shop_data_syndicate_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg"> 신디케이트 카드통 5개\n\n<sprite="PopupIcons" name="Card"> 작크: 기적의 아이 카드\n\n<sprite="PopupIcons" name="Border"> 신디케이트 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 신디케이트 세력 카드만 나오는 신디케이트 카드통 5개, 엄선된 신디케이트 골드 카드와 특별한 세력 테두리 장식이 들어 있습니다.
shop_data_syndicate_keg_15_title;신디케이트 카드통 15개
shop_data_syndicate_keg_15_title_gaea;Ignore.
shop_data_syndicate_keg_2_title;신디케이트 카드통 2개
shop_data_syndicate_keg_2_title_gaea;Ignore.
shop_data_syndicate_keg_40_title;신디케이트 카드통 40개
shop_data_syndicate_keg_40_title_gaea;Ignore.
shop_data_syndicate_keg_60_title;신디케이트 카드통 60개
shop_data_syndicate_keg_60_title_gaea;Ignore.
shop_data_syndicate_keg_7_title;신디케이트 카드통 7개
shop_data_syndicate_keg_7_title_gaea;Ignore.
shop_data_tavern_bundle_desc;술꾼 전부 모이세요! 들어와서 궨트 한 판 어떠십니까? 구성품은 다음과 같습니다: \n\n 술집 보드
shop_data_tavern_bundle_title;술집 보드
shop_data_thronebreaker_desc;'쓰론브레이커'는 위쳐 세계관을 바탕으로 한 싱글 플레이 카드 게임으로, '궨트: 더 위쳐 카드 게임'의 전투 시스템을 사용합니다. 여러분은 위쳐 리비아의 게롤트 세계에 등장하는 괴물들과 다시 한번 맞닥뜨리게 됩니다.
shop_data_thronebreaker_title;쓰론브레이커
shop_data_ultimate_premium_keg_title;얼티밋 프리미엄 카드통
shop_data_ultimate_starter_pack_desc;<sprite="PopupIcons" name="Keg"> 얼티밋 카드통 7개\n\n<sprite="PopupIcons" name="Keg"> 핏빛 저주 카드통 7개\n\n <sprite="PopupIcons" name="Keg"> 노비그라드 카드통 7개\n\n<sprite="PopupIcons" name="Keg"> 철의 심판 카드통 7개\n\n<sprite="PopupIcons" name="Keg"> 오피에르의 상인들 카드통 7개\n\n이 팩에는 지금까지 출시된 모든 궨트 확장팩 카드가 포함되어 있습니다. 팩을 구매하여 컬렉션을 보강하고 강력한 덱을 만들어 전장에 합류하세요.\n
shop_data_usurper_emperor_skin_desc;절박한 상황에서는 특단의 조치를 취할 수밖에 없는 법입니다. 찬탈자를 위한 이 황제 스킨과 함께, 직접 왕좌를 탈환하세요!
shop_data_usurper_emperor_skin_title;황제 스킨
shop_data_winter_bundle_open1_desc;<sprite="PopupIcons" name="Board"> 겨울 보드\n\n<sprite="PopupIcons" name="CardBack"> 겨울 카드 뒷면\n\n겨울을 마무리하는 최고의 방법!\n\n이 상품을 구매하면 궨트 e스포츠를 후원할 수 있습니다. 구매 비용 중 30%는 2021년 4월에 열리는 궨트 오픈 1의 상금으로 쓰입니다!
shop_data_winter_bundle_open1_title;겨울 번들(궨트 오픈 1)
shop_data_winter_pack_open1_desc;<sprite="PopupIcons" name="Coin"> 겨울 동전\n\n<sprite="PopupIcons" name="Powder"> 운석 가루 400개\n\n'쿨 팩'이라고도 하죠.\n\n이 상품을 구매하면 궨트 e스포츠를 후원할 수 있습니다. 구매 비용 중 30%는 2021년 4월에 열리는 궨트 오픈 1의 상금으로 쓰입니다!
shop_data_winter_pack_open1_title;겨울 팩(궨트 오픈 1)
shop_data_wolf_season_bundle_desc;<sprite="PopupIcons" name="CardBack"> 늑대 카드 뒷면 \n\n\n<sprite="PopupIcons" name="Avatar"> 시즌 전용 아바타 3개: 베스미어 아바타, 게롤트: 전문가 아바타, 로취 아바타 \n\n\n<sprite="PopupIcons" name="Border"> 시즌 전용 아바타 4개: 새끼 늑대 테두리 장식, 싸움꾼 늑대 테두리 장식, 거대 와르그 테두리 장식, 하얀 늑대 테두리 장식 \n\n\n<sprite="PopupIcons" name="Avatar"> 보너스 아바타: 램버트 아바타 \n\n\n\n\n이 특별한 번들에는 늑대 시즌 동안 궨트에서 얻을 수 있었던 장식 아이템과 특별한 보너스 아이템이 들어 있습니다!
shop_data_wolf_season_bundle_title;늑대 시즌 번들
shop_data_yaruga_bridge_bundle_title;야루가 다리 보드
shop_data_yaruga_bridge_desc;리리아와 리비아의 메브 여왕이 닐프가드 군대에 용맹하게 맞서 싸우고, 게롤트가 "리비아의"라는 칭호를 얻게 된 유명한 야루가 다리로 돌아가 보세요. 쓰론브레이커에 처음 등장했던 버전을 리마스터한 멋진 게임 보드에서 새로운 전투를 시작하세요!\n\n야루가 다리 보드에서 게임을 플레이하고 칭호, 아바타, 카드 뒷면 등 더 많은 장식품을 잠금 해제하세요!
shop_data_zerrikanian_bear_desc;머나먼 땅, 제리카니아에서 온 여행자가 여름 축제를 기념하기 위해 선물을 들고 왔습니다. \n\n\n정말 껴안아 주고 싶은 선물인데요, 바로 제라카니아에서 온 친근하면서도 이국적인 야수 인형입니다.
shop_data_zerrikanian_bear_title;제리카니아 곰
shop_data_zoltan_bundle_desc;<sprite="PopupIcons" name="Avatar"> 졸탄과 두다 아바타\n\n<sprite="PopupIcons" name="Border"> 졸탄의 전쟁 망치 테두리 장식\n\n<sprite="PopupIcons" name="Title"> "졸탄의 병사단" 칭호\n\n유명한 졸탄 치베이 병사단과 함께 마하캄 시즌의 시작을 기념하세요.
shop_data_zoltan_bundle_title;졸탄의 번들
shop_discount_finished_stopwatch_title;할인 행사 종료
shop_discount_offer_ended_description;할인 행사가 종료되었습니다. 좋은 기회였는데 안타깝게 놓치셨습니다. 다음 기회를 기다리세요!
shop_discount_offer_ended_title;할인 행사 종료
shop_discount_stopwatch_title;할인 행사 남은 시간
shop_error_google_play_connect_desc;Google Play Store에 연결할 수 없습니다. 잠시 후 다시 시도해 주십시오.
shop_error_google_play_generic_desc;상점을 초기화하지 못했습니다. 잠시 후 다시 시도해 주십시오.
shop_error_google_play_update_desc;최신 버전의 Google Play Services를 설치하고 업데이트해 주십시오.
shop_esports;궨트 Esport를 후원하세요
shop_faction_pack_combo_desc;<sprite="PopupIcons" name="Keg">카드통 60개(세력당 카드통 10개)\n\n<sprite="PopupIcons" name="CardBack">메탈릭 카드 뒷면 6개 - 세력당 하나\n\n<sprite="PopupIcons" name="Card">작크: 기적의 아이 카드\n<sprite="PopupIcons" name="Card">하랄드 안 크라이트 카드\n<sprite="PopupIcons" name="Card">에트나: 젊은 여왕 카드\n<sprite="PopupIcons" name="Card">비락사스: 왕자 카드\n<sprite="PopupIcons" name="Card">찬탈자: 장교 카드\n<sprite="PopupIcons" name="Card">오베론: 왕 카드\n\n<sprite="PopupIcons" name="Border">세력 테두리 장식 6개\n\n<sprite="PopupIcons" name="Title">'다재다능한' 칭호\n\n궨트의 모든 세력을 강화하세요! 이 팩을 구매하면 카드통 60개, 전설 진화 카드 6장, 세력 테두리 장식 6개, 세력 카드 뒷면 6개와 특별한 칭호를 획득할 수 있습니다.
shop_faction_pack_combo_title;다재다능한 번들
shop_faction_pack_monsters_desc;<sprite="PopupIcons" name="Keg">괴물 카드통 5개\n\n<sprite="PopupIcons" name="CardBack">메탈릭 괴물 카드 뒷면\n\n<sprite="PopupIcons" name="Card">오베론: 왕 카드\n\n<sprite="PopupIcons" name="Border">괴물 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 괴물 세력 카드만 나오는 괴물 카드통 5개, 엄선된 괴물 골드 카드와 특별한 세력 테두리 장식, 특별한 세력 전용 카드 뒷면이 들어 있습니다.
shop_faction_pack_nilfgaard_desc;<sprite="PopupIcons" name="Keg">닐프가드 카드통 5개\n\n<sprite="PopupIcons" name="CardBack">메탈릭 닐프가드 카드 뒷면\n\n<sprite="PopupIcons" name="Card">찬탈자: 장교 카드\n\n<sprite="PopupIcons" name="Border">닐프가드 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 닐프가드 세력 카드만 나오는 닐프가드 카드통 5개, 엄선된 닐프가드 골드 카드와 특별한 세력 테두리 장식, 특별한 세력 전용 카드 뒷면이 들어 있습니다.
shop_faction_pack_northern_desc;<sprite="PopupIcons" name="Keg">북부 왕국 카드통 5개\n\n<sprite="PopupIcons" name="CardBack">메탈릭 북부 왕국 카드 뒷면\n\n<sprite="PopupIcons" name="Card">비락사스: 왕자 카드\n\n<sprite="PopupIcons" name="Border">북부 왕국 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 북부 왕국 세력 카드만 나오는 북부 왕국 카드통 5개, 엄선된 북부 왕국 골드 카드와 특별한 세력 테두리 장식, 특별한 세력 전용 카드 뒷면이 들어 있습니다.
shop_faction_pack_scoia_desc;<sprite="PopupIcons" name="Keg">스코이아텔 카드통 5개\n\n<sprite="PopupIcons" name="CardBack">메탈릭 스코이아텔 카드 뒷면\n\n<sprite="PopupIcons" name="Card">에트나: 젊은 여왕 카드\n\n<sprite="PopupIcons" name="Border">스코이아텔 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 스코이아텔 세력 카드만 나오는 스코이아텔 카드통 5개, 엄선된 스코이아텔 골드 카드와 특별한 세력 테두리 장식, 특별한 세력 전용 카드 뒷면이 들어 있습니다.
shop_faction_pack_skellige_desc;<sprite="PopupIcons" name="Keg">스켈리게 카드통 5개\n\n<sprite="PopupIcons" name="CardBack">메탈릭 카드 뒷면\n\n<sprite="PopupIcons" name="Card">하랄드 안 크라이트 카드\n\n<sprite="PopupIcons" name="Border">스켈리게 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 스켈리게 세력 카드만 나오는 스켈리게 카드통 5개, 엄선된 스켈리게 골드 카드와 특별한 세력 테두리 장식, 특별한 세력 전용 카드 뒷면이 들어 있습니다.
shop_faction_pack_syndicate_desc;<sprite="PopupIcons" name="Keg">신디케이트 카드통 5개\n\n<sprite="PopupIcons" name="CardBack">메탈릭 신디케이트 카드 뒷면\n\n<sprite="PopupIcons" name="Card">작크: 기적의 아이 카드\n\n<sprite="PopupIcons" name="Border">신디케이트 테두리 장식\n\n신규 유저를 위한 최고의 선택입니다! 여러분이 가장 좋아하는 세력을 강화하세요! 이 팩에는 신디케이트 세력 카드만 나오는 신디케이트 카드통 5개, 엄선된 신디케이트 골드 카드와 특별한 세력 테두리 장식, 특별한 세력 전용 카드 뒷면이 들어 있습니다.
shop_fortunate_bundle_desc;<sprite="PopupIcons" name="Coin"> 행운의 동전\n\n<sprite="PopupIcons" name="Title"> '운 좋은' 칭호\n\n이 동전은 행운을 불러온답니다.
shop_ivo_bundle_desc;<sprite="PopupIcons" name="Avatar"> 벨헤이븐의 이보 아바타\n\n<sprite="PopupIcons" name="Border"> 곰 수호자 테두리 장식\n\n<sprite="PopupIcons" name="Title"> '벨헤이븐의' 칭호\n\n곰 교단을 향한 애정을 보여 주세요! 이 번들에는 쥐인간의 해의 곰 시즌 동안 최초로 잠금 해제할 수 있었던 장식 아이템이 들어 있습니다.
shop_ivo_bundle_title;이보의 번들
shop_keg_category_all;모든 카드
shop_keg_category_factions;세력 카드통
shop_keg_category_misc;기타
shop_keg_category_sets;카드통 설정
shop_leaders_combo_desc;새로운 전설 카드 12장을 모두 모아 보세요! 세력당 2장씩 있습니다!\n구성품은 다음과 같습니다:\n<sprite="PopupIcons" name="Card">클리버 카드 \n<sprite="PopupIcons" name="Card">사생아 주니어 카드 \n<sprite="PopupIcons" name="Card">폴테스트 왕 카드 \n<sprite="PopupIcons" name="Card">메브 여왕 카드 \n<sprite="PopupIcons" name="Card">크래치 안 크라이트 카드 \n<sprite="PopupIcons" name="Card">에이스트 튀샤흐 카드 \n<sprite="PopupIcons" name="Card">브루버 후그 카드 \n<sprite="PopupIcons" name="Card">엘다인 카드 \n<sprite="PopupIcons" name="Card">은자들의 장로 카드 \n<sprite="PopupIcons" name="Card">디틀라프 반 데르 에레테인 카드 \n<sprite="PopupIcons" name="Card">에미르 바 엠레이스 카드 \n<sprite="PopupIcons" name="Card">안나 헨리에타 카드
shop_leaders_combo_title;익숙한 얼굴 팩
shop_leaders_monsters_desc;핏빛 달이 떠오르고 있습니다! 새로운 괴물 전설 카드 2장을 획득하세요.\n은자들의 장로와 디틀라프 반 데르 에레테인은 물론이고, 흡혈귀 아키타입을 지원할 6장의 카드도 준비돼 있습니다.\n구성품은 다음과 같습니다:\n<sprite="PopupIcons" name="Card">은자들의 장로 카드 \n\n<sprite="PopupIcons" name="Card">디틀라프 반 데르 에레테인 카드 \n\n<sprite="PopupIcons" name="Card">카타칸 카드 \n\n<sprite="PopupIcons" name="Card">게일 카드 \n\n<sprite="PopupIcons" name="Card">네커라트 카드 2장 \n\n<sprite="PopupIcons" name="Card">브루샤 카드 2장
shop_leaders_monsters_title;핏빛 달 팩
shop_leaders_nilfgaard_desc;첩보원들이 활동을 개시했습니다! 새로운 닐프가드 전설 카드 2장을 획득하세요.\n안나 헨리에타와 에미르 바 엠레이스는 물론이고, 첩보원 아키타입을 지원할 6장의 카드도 준비돼 있습니다.\n구성품은 다음과 같습니다:\n<sprite="PopupIcons" name="Card">에미르 바 엠레이스 카드 \n\n<sprite="PopupIcons" name="Card">안나 헨리에타 카드 \n\n<sprite="PopupIcons" name="Card">요아힘 드 베트 카드 \n\n<sprite="PopupIcons" name="Card">아토리우스 비고 카드 \n\n<sprite="PopupIcons" name="Card">공작의 정보원 카드 2장 \n\n<sprite="PopupIcons" name="Card">귀족 선동가 카드 2장
shop_leaders_nilfgaard_title;첩보원 팩
shop_leaders_northern_desc;여왕님, 언제든 분부만 내려주십시오! 새로운 북부 왕국 전설 카드 2장을 획득하세요.\n폴테스트 왕과 메브 여왕은 물론이고, 이들과 시너지가 있는 6장의 카드도 준비돼 있습니다.\n구성품은 다음과 같습니다:\n<sprite="PopupIcons" name="Card">폴테스트 왕 카드 \n\n<sprite="PopupIcons" name="Card">메브 여왕 카드 \n\n<sprite="PopupIcons" name="Card">비세게르드 카드 \n\n<sprite="PopupIcons" name="Card">에그먼드 카드 \n\n<sprite="PopupIcons" name="Card">라도비드의 근위병 카드 2장 \n\n<sprite="PopupIcons" name="Card">리리아 용병대 카드 2장
shop_leaders_northern_title;왕실 팩
shop_leaders_scoia_desc;어둠 속에서 내리꽂히는 칼날! 새로운 스코이아텔 전설 카드 2장을 획득하세요.\n브루버 후그와 엘다인은 물론이고, 함정 아키타입과 시너지가 있는 6장의 카드도 준비돼 있습니다.\n구성품은 다음과 같습니다:\n<sprite="PopupIcons" name="Card">브루버 후그 카드 \n\n<sprite="PopupIcons" name="Card">엘다인 카드 \n\n<sprite="PopupIcons" name="Card">예빈 카드 \n\n<sprite="PopupIcons" name="Card">구멍 함정 카드 \n\n<sprite="PopupIcons" name="Card">베르노시엘의 특공대 카드 2장 \n\n<sprite="PopupIcons" name="Card">분쇄 함정 카드 2장
