_inputshopbuymultiple;COMPRAR
shop_shupe_bunny_ears_trinket_desc;<sprite="PopupIcons" name="Trinket">Orejas de conejo de Troco\n\n<sprite="PopupIcons" name="Avatar">Avatar de Troco conejito\n\n«¿TROCO OYE QUE UMANO QUIERE COMPRAR? ¡OREJAS GRANDES, OÍR TODO!»\n\nNota: este artículo también está disponible como parte de la oferta del lote festivo de conejito. Las orejas de conejo de Troco requieren el aspecto básico de Troco.
shop_shupe_bunny_ears_trinket_title;Troco - Orejas de conejo
shop_shupe_christmas_desc;<sprite="PopupIcons" name="Trinket">Bolsa de regalos (se puede usar con el aspecto de Troco neutral)\n\n¡La estación del júbilo y la entrega de regalos será más alegre con Troco difundiendo el ánimo festivo!
shop_shupe_christmas_title;Bolsa de regalos
shop_shupe_leafhat_bundle_desc;<sprite="PopupIcons" name="Skin">Aspecto básico de Troco (todas las facciones)\n\n<sprite="PopupIcons" name="Trinket">Sombrero de cuatro hojas\n\nTROCO tiene suerte, SUERTE APLASTANTE.
shop_shupe_leafhat_bundle_title;Lote de Cuatro hojas de Troco
shop_shupe_leafhat_trinket_desc;<sprite="PopupIcons" name="Trinket"> Sombrero de cuatro hojas\n\nAtrae a la suerte con esta oferta.\n\nEste es un juego de habilidad, no de azar. ¡Pero un poco de suerte no hace daño a nadie!
shop_shupe_leafhat_trinket_title;Abalorio Cuatro hojas de Troco
shop_shupe_love_armour_desc;<sprite="PopupIcons" name="Trinket"> Armadura de amor de Troco\n\n¡Enfúndate esta armadura y observa cómo ningún enemigo soporta tu presencia!
shop_shupe_love_armour_title;Armadura de amor de Troco
shop_shupe_love_avatar_desc;¡Déjate querer por tu vendedor trol favorito y recibe este avatar gratuito de Troco de peluche!\n\nSolo disponible durante el evento del amor.
shop_shupe_love_avatar_title;¡Avatar de Troco gratuito!
shop_shupe_love_bundle_desc;<sprite="PopupIcons" name="Skin">Aspecto básico de Troco (todas las facciones)\n\n<sprite="PopupIcons" name="Trinket">Alas pequeñas\n\n<sprite="PopupIcons" name="Title"> Título «Enamorado»\n\nMucho amor de TROCO para ti. TROCO ayuda a encontrar criatura adecuada.\nTROCO no puede volar de verdad.
shop_shupe_love_bundle_title;Lote del amor
shop_shupe_love_trinket_desc;<sprite="PopupIcons" name="Trinket"> Abalorio Alas pequeñas (se usa con el aspecto predeterminado de Troco)\n\n<sprite="PopupIcons" name="Title"> Título «Enamorado»\n\nEnamórate de estas diminutas alas de Troco\n\nNota: este artículo también está disponible como parte de la oferta del Lote del amor.
shop_shupe_love_trinket_title;Abalorio del amor
shop_tutorial_complete;Tutorial completado
shop_ultimate_starter_pack_v6_desc;<sprite="PopupIcons" name="Keg"> 5 barriles de colección básica\n\n<sprite="PopupIcons" name="Keg"> 5 barriles de Crimson Curse\n\n<sprite="PopupIcons" name="Keg"> 5 barriles de Novigrad\n\n<sprite="PopupIcons" name="Keg"> 5 barriles de Iron Judgment\n\n<sprite="PopupIcons" name="Keg"> 5 barriles de Merchants of Ofir\n\n<sprite="PopupIcons" name="Keg"> 5 barriles de Master Mirror\n\n<sprite="PopupIcons" name="Keg"> 5 barriles de Way of the Witcher\n\nEste pack te permitirá expandir rápidamente tu colección y crear una potente baraja propia con la que saltar al campo de batalla.
shop_unicorn_and_the_stern_pack_desc;¿Quieres paz? ¡Pues tendrás que luchar por ella hasta conseguirla!\n\nConsigue 2 nuevas cartas legendarias de los Reinos del Norte, Rey Radovid V y Rey Henselt, además de otras 6 cartas premium del arquetipo de los Reinos del Norte.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">1 carta premium Rey Radovid V\n<sprite="PopupIcons" name="Card">1 carta premium Rey Henselt\n<sprite="PopupIcons" name="Card">1 carta premium Orgullo de Foltest (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Hubert Rejk (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Ariete (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Balista reforzada (raras)
shop_unicorn_and_the_stern_pack_title;Pack Unicornio y el Severo
shop_unity_and_precision_pack_desc;¡No nos arrodillamos ante nadie, siempre nos alzamos con la victoria!\n\nConsigue 2 nuevas cartas legendarias de Scoia'tael, Milva: Tiradora y Saskia: Comandante, además de otras 6 cartas premium del arquetipo de Scoia'tael.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">1 carta premium Milva: Tiradora\n<sprite="PopupIcons" name="Card">1 carta premium Saskia: Comandante\n<sprite="PopupIcons" name="Card">1 carta premium Malena (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Ciaran aep Easnillen (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Dríade matrona (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Brujo del Gato (raras)
shop_unity_and_precision_pack_title;Pack Unidad y precisión
shop_wild_hunt_cardback_desc;¡Llega la cacería!\n\nEste dorso de carta se incluyó por primera vez como objeto desbloqueable durante la temporada de la cacería salvaje en el año del jabalí salvaje.
shop_wild_hunt_cardback_title;Dorso de carta de Cacería salvaje
shop_winter_blue_bunlde_desc;<sprite="PopupIcons" name="Skin"> Aspecto de Abuelo del Frío de Ardal (Nilfgaard)\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Dama de la nieve\n\n<sprite="PopupIcons" name="Border"> Borde helado\n\n<sprite="PopupIcons" name="Border"> Borde de Paseo en trineo\n\n<sprite="PopupIcons" name="Title"> Título «El Congelado»\n\n¡¿Soy yo o empieza a hacer frío aquí?!
shop_winter_blue_bunlde_desc_sale;<sprite="PopupIcons" name="Skin">Aspecto de Abuelo del Frío de Ardal (Nilfgaard)\n\n<sprite="PopupIcons" name="Avatar">Avatar de Dama de la nieve\n\n<sprite="PopupIcons" name="Border">Borde helado\n\n<sprite="PopupIcons" name="Border">Borde de Paseo en trineo\n\n<sprite="PopupIcons" name="Title">Título «El Congelado»\n\n¡¿Soy yo o empieza a hacer frío aquí?!\nEste lote tendrá un 30 % de descuento durante las rebajas del evento de invierno.
shop_winter_blue_bunlde_title;Lote congelado
shop_winter_board_desc;¡¿Quieres comprar... cerdos disfrazados?! ¿Ya ha llegado Yule?\n\nEste tablero de juego se incluyó por primera vez como parte del evento de Yule de 2019 en el año del jabalí salvaje.
shop_winter_board_title;Tablero de Invierno
shop_witcher_deck_desc;<sprite="PopupIcons" name="Keg">5 barriles de Way of The Witcher\n<sprite="PopupIcons" name="Card">Carta Madoc\n<sprite="PopupIcons" name="Card">Carta Geralt: Quen\n<sprite="PopupIcons" name="Card">Carta Vesemir: Mentor\n<sprite="PopupIcons" name="Card">2 cartas Polvo lunar\n<sprite="PopupIcons" name="Card">2 cartas Viento del norte\n<sprite="PopupIcons" name="Card">2 cartas Estrella danzante\n<sprite="PopupIcons" name="Card">2 cartas Lanzador de bombas\n\n¡Amplía tu colección y prueba una nueva y explosiva forma de jugar a GWENT!\nEste paquete está diseñado para actuar con sinergia con la nueva carta Madoc y las cartas con la categoría brujo. Adecuado para los jugadores que quieran tomar impulso con el arquetipo de la baraja de brujo.
shop_witcher_deck_title;Baraja del Brujo
shop_witchers_pack_title;Brujos - Paquete de refuerzos
shop_wolf_cardback_desc;¡Forma parte de la manada!\n\nEste dorso de carta se incluyó por primera vez como objeto desbloqueable durante la temporada del lobo en el año del jabalí salvaje.
shop_wolf_cardback_title;Dorso de carta de Lobo
shopmenu_campaigns_title;Thronebreaker
shopmenu_kegs_title;Barriles de cartas
shopmenu_opening_next;Abrir siguiente barril
shopmenu_opening_product_back_popup_desc;Selecciona la quinta carta para poder volver a la pantalla anterior.
shopmenu_opening_product_back_popup_title;¡Termina de abrir los barriles!
shopmenu_opening_product_continue;Continuar
shopmenu_opening_product_title;Abrir artículos
shopmenu_openproduct;Abrir artículos
shopmenu_opning_product_continue;Continuar
shopmenu_packs_title;Paquetes de bienvenida
shopmenu_powder_title;Polvo de meteorito
shopmenu_title;Tienda de Troco
shopmenu_trinkets_title;Abalorios
showcase_achievement_picker_clear;Espacio vacío
showcase_achievement_picker_title;Elige un contrato para el espacio {0}
showcase_achievement_pickup;Elige un contrato para mostrarlo.
silver;Plata
ske_fluff_description;A varios cientos de leguas de la costa occidental del continente se encuentran las islas Skellige. Comparadas con los Reinos del Norte y el imperio nilfgaardiano, parecen meras manchas de tinta en el mapa. ¿Cómo es posible que no las hayan conquistado todavía? Bueno, lo cierto es que... muchos lo han intentado. Los pecios de las flotas rivales se acumulan en sus costas y los guerreros de las Skellige beben hidromiel de los yelmos oxidados de sus enemigos. Pero hace décadas que ninguna fuerza extranjera ha partido hacia las islas, un hecho que tiene a los isleños preocupados. Al fin y al cabo, sin la prueba de la batalla, ¿quién puede hallar la gloria y asegurarse un lugar en la mesa de sus ancestros? No les queda otra opción que subir a bordo de sus barcoluengos, entretenerse con canciones y zarpar en pos de tierras fértiles a través de mares tormentosos, en busca de botines y sangre...
ske_fluff_title;Skellige
skellige_preset_deck_name;Baraja inicial de Skellige
skin_artist_illustration;Grafista 3D:
skip_training_popup_text;¿Seguro que quieres omitir el entrenamiento?
skip_training_popup_title;Omitir entrenamiento
skip_tutorial_popup_text;¿Seguro que quieres omitir el tutorial?
skip_tutorial_popup_title;Omitir el tutorial
social_facebook_name;Facebook
social_facebook_offical_profile;GWENT: The Witcher Card Game  (@Gwent_ES)
social_features_bar_contacts_button_tooltip;Amigos
social_features_bar_history_button_tooltip;Historial de partidas
social_features_bar_messages_button_tooltip;Mensajes
social_features_bar_quests_button_tooltip;Misiones
social_features_bar_settings_button_tooltip;Opciones
social_panel_no_messages;No hay mensajes
social_panel_open_button_tooltip;Panel social
social_seasonal_quests_25;Alcanza el puesto 25 para desbloquear.
social_seasonal_quests_start;Visita el árbol de {0} para obtener más información.
social_twitter_name;Twitter
social_twitter_offical_profile;Gwent ES @Gwent_ES
sort_mode_alphabetical;ALFABÉTICO
sort_mode_default;PREDETERMINADO
sort_mode_label;ORDEN:
sort_mode_power;FUERZA
sort_mode_rarity;RAREZA
sort_reverse_order;ORDEN INVERSO
special_cards;CARTAS ESPECIALES
special_rewards_description;¡Gracias por participar en la beta cerrada! Las recompensas que has conseguido se basan en tu nivel y tu clasificación, el equivalente a todos los barriles que has comprado con dinero real y algunos abalorios exclusivos.
special_rewards_title;Recompensas de la beta cerrada
special_rules_key;Reglas especiales
spectator_bottom_player_remaining_mulligans_left;Al jugador azul le quedan {0} cambios
spectator_bottom_player_single_remaining_mulligan;Al jugador azul le queda 1 cambio
spectator_leave_match_popup_desc;¿Seguro que quieres abandonar la partida? No podrás volver a unirte a una partida en curso.
spectator_leave_match_title;Abandonar partida
spectator_match_incoming_notification_text;La partida de torneo empezará en breve.
spectator_players_reconnecting_description;Se ha perdido la conexión del jugador, intentando reconectar...
spectator_reconnecting_description;Se ha perdido la conexión, intentando reconectar...
spectator_starting_player_info;{0} empieza
spectator_top_player_remaining_mulligans_left;Al jugador rojo le quedan {0} cambios
spectator_top_player_single_remaining_mulligan;Al jugador rojo le queda 1 cambio
splash_screen_copyright_gwent;CD PROJEKT®, The Witcher® y GWENT® son marcas registradas de CD PROJEKT Capital Group. El juego GWENT es © de CD PROJEKT S.A. Todos los derechos reservados. \nDesarrollado por CD PROJEKT S.A. El juego GWENT está ambientado en el universo creado por Andrzej Sapkowski en su saga de novelas. Todos los demás derechos de autor y marcas registradas son propiedad de sus respectivos dueños.
splash_screen_copyright_wwise;Motor Wwise ©\n2006 – 2022* de Audiokinetic Inc.\nTodos los derechos reservados
springpack_card_text;Carta legendaria
springpack_description;Recibe la primavera en tu colección de cartas con la nueva oferta limitada de Troco: ¡La Gran Barrilada de Primavera de Troco!
springpack_title_begin;Gran Barrilada de Primavera de Troco
springpack_title_summary;Gran Barrilada de Primavera de Troco
standard_play_menu_card;Normal
standard_play_menu_description;Juega contra rivales de tu nivel. Progresa en la clasificación y consigue recompensas.
standard_play_menu_ranked_checkbox;Progreso de clasificación
standard_play_menu_title;Modo normal
starterpack_arena;Esquirlas de espejo
starterpack_back;ATRÁS
starterpack_buy;COMPRAR
starterpack_card_text;Carta legendaria
starterpack_cost;Coste:
starterpack_description;El paquete de bienvenida a GWENT es una oferta única por tiempo limitado para ayudarte a empezar tu colección de cartas. Te proporciona al menos 1 carta legendaria premium (que podrás elegir entre una selección aleatoria de 3), recursos para crear cartas animadas y un montón de barriles de cartas. Cada barril contiene 5 cartas, y una será rara o mejor, garantizado.
starterpack_kegs;Barriles
starterpack_opening_error;Error al abrir el paquete de bienvenida
starterpack_pick;Elegir
starterpack_pick_card;ELEGIR CARTA
starterpack_powder;Polvo de meteorito
starterpack_product_init_error;Todavía se están cargando los productos. Espera, por favor.
starterpack_title_begin;PAQUETE DE BIENVENIDA
starterpack_title_summary;TU PAQUETE DE BIENVENIDA
starterpack_transaction_in_progress;Transacción en curso
starterpack_transaction_in_succesful;Transacción realizada
starterpack_unable_to_open_ingame;Vuelve al Menú principal para abrir el paquete.
staterpack_notification_buy;¡Ya puedes comprar el paquete de bienvenida!
staterpack_notification_open;¡Ya puedes abrir tu paquete de bienvenida!
status_bar.date.day;5 de
status_bar.date.day.6;6 de
status_bar.date.month;Saovine
status_bar.date.year;de 1245
status_not_owned;No tienes
status_owned;Ya tienes
switch_app_exec_failed_message;No se ha podido cambiar a Thronebreaker.
switch_app_exec_failed_message_rm;No se ha podido cambiar a Rogue Mage.
switch_app_popup_desc;Esto cerrará Gwent y abrirá Thronebreaker.
switch_app_popup_desc_rm;Cambiar a Rogue Mage
switch_app_popup_title;Cambiar a Thronebreaker
switch_app_popup_title_rm;Cerrarás Gwent y abrirás Rogue Mage.
switch_to_appstore_button_title;Cambiar a App Store
switch_to_general_button_title;Abrir en navegador
switch_to_googleplay_button_title;Cambiar a Google Play
switch_to_steam_button_title;Abrir en Steam
syn_fluff_description;Algunos luchan por honor, otros por el imperio. Algunos luchan por su rey, otros por la libertad. Los miembros del Sindicato solo luchan por un objetivo: la riqueza. Si tienes dinero para pagar sus servicios, realizarán cualquier acto que les encomiendes..., por abominable que sea. En los bajos fondos del crimen organizado, hay que cometer delitos para amasar riqueza y reputación. Aunque la economía de la ciudad se basa en la corona de Novigrado, en sus tripas se usa una moneda distinta. Cuando se ofrece como pago, se crea un voto inquebrantable. Los insensatos que lo transgreden son perseguidos y obligados a pagar un precio mucho mayor.
syn_fluff_title;Sindicato
syndicate_preset_deck_name;Baraja inicial del Sindicato
tap_to_begin;Pulsa para comenzar
taunt_comment;Qué recuerdos
taunt_curses;¡Mierda!
taunt_hurry_up;Date prisa
taunt_interesting;Interesante
taunt_mistake;Mal hecho
taunt_preempt;Presta atención
taunt_relief;¡Uf!
taunt_ridicule;¿Eso es todo lo que tienes?
taunt_thanks;Gracias
taunt_threat;Vas a palmar
taunt_well_played;Bien jugado
ticket_not_found_description;Hemos encontrado un error al buscar un rival. Vuelve a intentarlo, por favor.
ticket_not_found_title;Ups, algo ha salido mal.
title_28252_title;Príncipe
title_28253_title;Curioso
title_28254_title;Sabelotodo
title_ftux_wheel;¡Juega para progresar!
title_packages_exchange;¡Amplía tu baraja!
title_welcome_to_draft;¡Te damos la bienvenida al modo Draft!
titles_section;Títulos
toggle_filter;ACTIVAR FILTRO
too_many_requests_description;Los servidores están ocupados. Vuelve a intentarlo más tarde.
too_many_requests_title;Error
top_player_forfeited;¡Fin del juego! Rojo ha abandonado
top_player_name;Rojo
total_unit_cards;TOTAL CARTAS DE UNIDAD
total_unit_strength;TOTAL PODER DE UNIDADES
tournament_match_cancelled;Partida de torneo cancelada
tournament_match_confirming_text;La partida de torneo contra {0} empezará en breve
