_inputshopbuymultiple;COMPRAR
shop_ep7_2_pack_monsters_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Monstruos de la segunda expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Señora sangrienta\n\nDesata tu bestia interior y reclama tus nuevos poderes de monstruo para plagar el campo de batalla.
shop_ep7_2_pack_monsters_title;Golpe de Thanedd - Pack de Monstruos
shop_ep7_2_pack_nilfgaard_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Nilfgaard de la segunda expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Artaud Terranova\n\nPor la gloria del Imperio: reclama tus nuevos poderes nilfgaardianos y somete el campo de batalla a tu voluntad.
shop_ep7_2_pack_nilfgaard_title;Golpe de Thanedd - Pack de Nilfgaard
shop_ep7_2_pack_northern_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Reinos del Norte de la segunda expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Tissaia de Vries\n\nReclama tus nuevos poderes de Reinos del Norte y arrolla a tus enemigos hasta dominarlos.
shop_ep7_2_pack_northern_title;Golpe de Thanedd - Pack de Reinos del Norte
shop_ep7_2_pack_scoiatael_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Scoia'tael de la segunda expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Simlas Finn aep Dabairr\n\nEspera y atrae a tus rivales a su perdición con nuevos poderes de Scoia'tael a mano.
shop_ep7_2_pack_scoiatael_title;Golpe de Thanedd - Pack de Scoia'tael
shop_ep7_2_pack_skellige_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Skellige de la segunda expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Melusine\n\nLucha con la valiente ferocidad de los mortíferos mares y asola a tus oponentes con tus nuevos poderes de Skellige.
shop_ep7_2_pack_skellige_title;Golpe de Thanedd - Pack de Skellige
shop_ep7_2_pack_syndicate_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium del Sindicato de la segunda expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar del Sinvergüenza\n\nReclama tus nuevos poderes del Sindicato y haz la guerra con saqueos y ganancias.
shop_ep7_2_pack_syndicate_title;Golpe de Thanedd - Pack del Sindicato
shop_ep7_3_pack_mega_pack_desc;<sprite="PopupIcons" name="Skin">Aspecto de la Buscabrujas \n\n<sprite="PopupIcons" name="Avatar"> Todos los adornos de los paquetes de facción de Cosecha de pena\n\n<sprite="PopupIcons" name="Card"> Todas las cartas neutrales premium de Cosecha de pena\n\n<sprite="PopupIcons" name="Card"> Todas las cartas de facción premium de Cosecha de pena\n\nEsta oferta de pack de combo contiene todas las cartas premium y adornos de facción de la tercera expansión, Cosecha de pena, del conjunto de expansiones Price of Power, ¡junto a un nuevo aspecto de la Buscabrujas para Octavia Hale. ¡Es hora de tomar la delantera!
shop_ep7_3_pack_mega_pack_title;Cosecha de pena - Pack de combo
shop_ep7_3_pack_monsters_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Monstruos de la tercera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de bruja del trono\n\nDesata tu bestia interior y reclama tus nuevos poderes de monstruo para plagar el campo de batalla.
shop_ep7_3_pack_monsters_title;Cosecha de pena - Pack de monstruos
shop_ep7_3_pack_nilfgaard_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Nilfgaard de la tercera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Vilgefortz: renegado\n\nPor la gloria del Imperio: reclama tus nuevos poderes nilfgaardianos y somete el campo de batalla a tu voluntad.
shop_ep7_3_pack_nilfgaard_title;Cosecha de pena - Pack de Nilfgaard
shop_ep7_3_pack_northern_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Reinos del Norte de la tercera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de mago poderoso\n\nReclama tus nuevos poderes de Reinos del Norte y arrolla a tus enemigos hasta dominarlos.
shop_ep7_3_pack_northern_title;Cosecha de pena - Pack de Reinos del Norte
shop_ep7_3_pack_scoiatael_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Scoia'tael de la tercera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Filavandrel aén Fidháil\n\nEspera y atrae a tus rivales a su perdición con nuevos poderes de Scoia'tael a mano.
shop_ep7_3_pack_scoiatael_title;Cosecha de pena - Pack de Scoia'tael
shop_ep7_3_pack_skellige_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Skellige de la tercera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de hechicera oceánica\n\nLucha con la valiente ferocidad de los mortíferos mares y asola a tus oponentes con tus nuevos poderes de Skellige.
shop_ep7_3_pack_skellige_title;Cosecha de pena - Pack de Skellige
shop_ep7_3_pack_syndicate_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium del Sindicato de la tercera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar del bruto\n\nReclama tus nuevos poderes del Sindicato y haz la guerra con saqueos y ganancias.
shop_ep7_3_pack_syndicate_title;Cosecha de pena - Pack del Sindicato
shop_ep7_pack_mega_pack_desc;<sprite="PopupIcons" name="Board"> Tablero de juego de Érase una vez una pira\n\n<sprite="PopupIcons" name="Avatar"> Todos los adornos de los paquetes de facción de Érase una vez una pira\n\n<sprite="PopupIcons" name="Card"> Todas las cartas neutrales prémium de Érase una vez una pira\n\n<sprite="PopupIcons" name="Card"> Todas las cartas de facción prémium de Érase una vez una pira\n\nEsta oferta de pack de combo contiene todas las cartas prémium y adornos de vanidad de la primera expansión, Érase una vez una pira, del conjunto de expansiones Price of Power, ¡junto a un nuevo tablero de juego de Érase una vez una pira donde puedes librar la batalla! Ciertamente poderoso...
shop_ep7_pack_monsters_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Monstruos de la primera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Ella la que sabe\n\nDesata tu bestia interior y reclama tus nuevos poderes de monstruo para plagar el campo de batalla.
shop_ep7_pack_monsters_title;Érase una vez una pira - Pack de Monstruos
shop_ep7_pack_nilfgaard_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Nilfgaard de la primera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Rience\n\nPor la gloria del Imperio: reclama tus nuevos poderes nilfgaardianos y somete el campo de batalla a tu voluntad.
shop_ep7_pack_nilfgaard_title;Érase una vez una pira - Pack de Nilfgaard
shop_ep7_pack_northern_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Reinos del Norte de la primera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Gerhart de Aelle\n\nReclama tus nuevos poderes de Reinos del Norte y arrolla a tus enemigos hasta dominarlos.
shop_ep7_pack_northern_title;Érase una vez una pira - Pack de Reinos del Norte
shop_ep7_pack_scoiatael_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Scoia'tael de la primera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Francesca Findabair\n\nEspera y atrae a tus rivales a su perdición con nuevos poderes de Scoia'tael a mano.
shop_ep7_pack_scoiatael_title;Érase una vez una pira - Pack de Scoia'tael
shop_ep7_pack_skellige_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium de Skellige de la primera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Fulmar\n\nLucha con la valiente ferocidad de los mortíferos mares y asola a tus oponentes con tus nuevos poderes de Skellige.
shop_ep7_pack_skellige_title;Érase una vez una pira - Pack de Skellige
shop_ep7_pack_syndicate_desc;<sprite="PopupIcons" name="Card">Todas las cartas prémium del Sindicato de la primera expansión del conjunto de Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de La Buscabrujas\n\nReclama tus nuevos poderes del Sindicato y haz la guerra con saqueos y ganancias.
shop_ep7_pack_syndicate_title;Érase una vez una pira - Pack del Sindicato
shop_error_google_play_connect_desc;No se pudo establecer conexión con Google Play Store. Por favor, inténtalo de nuevo más tarde.
shop_error_google_play_generic_desc;No se pudo inicializar la tienda. Por favor, inténtalo de nuevo más tarde
shop_error_google_play_update_desc;Por favor, instala y actualiza los servicios de Google Play a la última versión.
shop_esports;Apoya el esport de GWENT
shop_faction_pack_combo_desc;<sprite="PopupIcons" name="Keg">60 barriles de facción (10 barriles para cada facciónl)\n\n<sprite="PopupIcons" name="CardBack">6 reversos de carta metálicos, 1 por cada facción\n\n<sprite="PopupIcons" name="Card">Carta Jacques niño milagroso\n<sprite="PopupIcons" name="Card">Carta Harald an Craite\n<sprite="PopupIcons" name="Card">Carta Eithné reina joven\n<sprite="PopupIcons" name="Card">Carta Príncipe Viraxas\n<sprite="PopupIcons" name="Card">Carta Usurpador oficial\n<sprite="PopupIcons" name="Card">Carta Rey Auberon\n\n<sprite="PopupIcons" name="Border">6 bordes de facción\n\n<sprite="PopupIcons" name="Title"> Título "Versátil"\n\n Este pack viene con 60 barriles, ofrece 6 cartas cambiantes legendarias, 6 bordes de facción, 6 reversos de carta metálicos de facción y un título único.
shop_faction_pack_combo_title;Paquete versátil
shop_faction_pack_monsters_desc;<sprite="PopupIcons" name="Keg">5 barriles de Monstruos\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta metálico de Monstruos\n\n<sprite="PopupIcons" name="Card">Carta Rey Auberon\n\n<sprite="PopupIcons" name="Border">Borde de Monstruos\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Monstruos, así como una carta de oro de Monstruos selecta, un borde de facción único y un reverso de carta específico.
shop_faction_pack_nilfgaard_desc;<sprite="PopupIcons" name="Keg">5 barriles de Nilfgaard\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta metálico de Nilfgaard\n\n<sprite="PopupIcons" name="Card">Carta Usurpador oficial\n\n<sprite="PopupIcons" name="Border">Borde de Nilfgaard\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Nilfgaard, así como una carta de oro de Nilfgaard selecta, un borde de facción único y un reverso de carta específico.
shop_faction_pack_northern_desc;<sprite="PopupIcons" name="Keg">5 barriles de Reinos del Norte\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta metálico de Reinos del Norte\n\n<sprite="PopupIcons" name="Card">Carta Príncipe Viraxas\n\n<sprite="PopupIcons" name="Border">Borde de Reinos del Norte\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Reinos del Norte, así como una carta de oro de Reinos del Norte selecta, un borde de facción único y un reverso de carta específico.
shop_faction_pack_scoia_desc;<sprite="PopupIcons" name="Keg">5 barriles de Scoia'tael\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta metálico de Scoia'tael\n\n<sprite="PopupIcons" name="Card">Carta Eithné reina joven\n\n<sprite="PopupIcons" name="Border">Borde de Scoia'tael\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Scoia'tael, así como una carta de oro de Scoia'tael selecta, un borde de facción único y un reverso de carta específico.
shop_faction_pack_skellige_desc;<sprite="PopupIcons" name="Keg">5 barriles de Skellige\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta metálico de Skellige\n\n<sprite="PopupIcons" name="Card">Carta Harald an Craite\n\n<sprite="PopupIcons" name="Border">Borde de Skellige\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Skellige, así como una carta de oro de Skellige selecta, un borde de facción único y un reverso de carta específico.
shop_faction_pack_syndicate_desc;<sprite="PopupIcons" name="Keg">5 barriles del Sindicato\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta metálico del Sindicato\n\n<sprite="PopupIcons" name="Card">Carta Jacques niño milagroso\n\n<sprite="PopupIcons" name="Border">Borde del Sindicato\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas del Sindicato, así como una carta de oro del Sindicato selecta, un borde de facción único y un reverso de carta específico.
shop_fortunate_bundle_desc;<sprite="PopupIcons" name="Coin"> Moneda de la suerte\n\n<sprite="PopupIcons" name="Title"> Título "Afortunado"\n\nRefuerza tu suerte con esta moneda.
shop_generation_gap_pack_desc;¡La gente necesita sus penas como los barcos necesitan su balasto! ¡Sangra y que ellos sangren más!\n\nConsigue 2 nuevas cartas legendarias de Skellige, Rey Bran y Cerys: Temeraria, así como otras 6 cartas premium que refuerzan el arquetipo de Skellige.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">1 carta premium Rey Bran\n<sprite="PopupIcons" name="Card">1 carta premium Cerys: Temeraria\n<sprite="PopupIcons" name="Card">1 carta premium Skjordal Drummond (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Harald Hocicodeperro (épica) \n<sprite="PopupIcons" name="Card">2 cartas premium Saqueadores an Craite (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Sacerdote de Svalblod (raras)
shop_generation_gap_pack_title;Pack brecha generacional
shop_geralt_sword_desc;<sprite="PopupIcons" name="Trinket">Espada de Geralt\n\nEl viaje ha sido largo pero juntos lo conseguimos y salimos victoriosos. ¡Esta es para celebrar nuestras victorias y la temporada gozosa! ¡Toma esta espada gratis!
shop_geralt_sword_title;Espada de Geralt
shop_great_oak_year_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de familiar malvado\n\n<sprite="PopupIcons" name="Border">Borde de ramas de roble\n\n<sprite="PopupIcons" name="Title">Título "El Grande"\n\n<sprite="PopupIcons" name="CardBack">Reverso de carta del Gran Roble\n\nComprar este paquete apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT World Masters Temporada 3, que tendrá lugar en diciembre de 2021!
shop_great_oak_year_bundle_title;Paquete del Gran Roble
shop_ida_emean_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de Ida Emean\n\n<sprite="PopupIcons" name="Border">Borde de portal élfico\n\n<sprite="PopupIcons" name="Title">Título "Aen Saevherne"\n\nEste paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada de los Elfos en el año del Hombre rata.
shop_ida_emean_bundle_title;Paquete de Ida Emean
shop_ivo_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Ivo de Belhaven\n\n<sprite="PopupIcons" name="Border"> Borde de oso guardián\n\n<sprite="PopupIcons" name="Title"> Título "de Belhaven"\n\n¡Muestra tu afinidad por la Escuela del Oso! Este paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada del Oso en el año del Hombre rata.
shop_ivo_bundle_title;Paquete de Ivo
shop_keg_category_all;Todas las cartas.
shop_keg_category_factions;Barriles de facción
shop_keg_category_misc;Miscelánea
shop_keg_category_sets;Barriles de conjuntos
shop_leaders_combo_desc;¡Colecciona todas las 12 nuevas cartas legendarias, 2 por cada facción!\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta Sacabuche \n<sprite="PopupIcons" name="Card">Carta Hijo de perra junior \n<sprite="PopupIcons" name="Card">Carta Rey Foltest \n<sprite="PopupIcons" name="Card">Carta Reina Meve \n<sprite="PopupIcons" name="Card">Carta Crach An Craite \n<sprite="PopupIcons" name="Card">Carta Eist Tuirseach \n<sprite="PopupIcons" name="Card">Carta Brouver Hoog \n<sprite="PopupIcons" name="Card">Carta Eldain \n<sprite="PopupIcons" name="Card">Carta Anciano Oculto \n<sprite="PopupIcons" name="Card">Carta Dettlaff van der Eretein \n<sprite="PopupIcons" name="Card">Carta Emhyr var Emreis \n<sprite="PopupIcons" name="Card">Carta Anna Henrietta
