_inputshopbuymultiple;KAUFEN
shop_data_northern_realms_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg"> 5 Nördliche Königreiche-Fässer.\n\n<sprite="PopupIcons" name="Card"> Prinz Viraxas – Karte.\n\n<sprite="PopupIcons" name="Border"> Nördliche Königreiche – Rahmen.\n\nIdeal für neue Spieler! Stärke deine Lieblingsfraktion in GWENT! Dieses Pack enthält 5 Fässer, die ausschließlich Nördliche Königreiche-Karten enthalten, sowie eine ausgewählte Nördliche Königreiche-Goldkarte und einen einzigartigen Fraktionsrahmen.
shop_data_now_available_ promo_desc;Jetzt verfügbar!
shop_data_orianna_pack_desc;<sprite="PopupIcons" name="Card"> Orianna\n\n<sprite="PopupIcons" name="Title"> Beunruhigend – Titel\n\n<sprite="PopupIcons" name="PremiumKeg"> 1 Ultimatives Premiumfass\n\nOrianna bringt in jenen, die ihren Instinkten trauen, die tiefste, grundlegende Verzweiflung zum Vorschein. Insbesondere, wenn sie freundlich und zärtlich ist.
shop_data_orianna_pack_title;Orianna-Pack
shop_data_origins_desc;Rogue Mage ist die erste Einzelspieler-Erweiterung von GWENT: The Witcher Card Game und spielt Hunderte Jahre vor der Zeit Geralts und der anderen Hexer auf dem Kontinent. Die Erweiterung verbindet die besten Elemente von Roguelikes, Deck-Building und Strategiespielen mit den einzigartigen Mechaniken der GWENT-Kartenschlachten.
shop_data_origins_title;Standard Edition
shop_data_originsdeluxe_desc;Rogue Mage ist die erste Einzelspieler-Erweiterung von GWENT: The Witcher Card Game und spielt Hunderte Jahre vor der Zeit Geralts und der anderen Hexer auf dem Kontinent. Die Erweiterung verbindet die besten Elemente von Roguelikes, Deck-Building und Strategiespielen mit den einzigartigen Mechaniken der GWENT-Kartenschlachten.\n\n<b> Extras der Deluxe Edition:</b> \n- Offizieller Soundtrack\n- 3 alternative Alzur-Erscheinungsbilder für deine Spieldurchläufe\n\nDurch den Kauf der Deluxe Edition erhältst du auch Folgendes in <b>GWENT: The Witcher Card Game:</b> \n<sprite="PopupIcons" name="Board"> Yamurlak – Spielbrett\n<sprite="PopupIcons" name="CardBack"> 4 Rogue Mage-Kartenrückseiten\n<sprite="PopupIcons" name="Title"> Erster Hexer – Titel\n<sprite="PopupIcons" name="PremiumKeg"> 5 ultimative Premiumfässer
shop_data_originsdeluxe_title;Deluxe Edition
shop_data_out_for_blood_bundle_desc;<sprite="PopupIcons" name="Skin"> Katakan-Ältester – Skin (Monster)\n\n<sprite="PopupIcons" name="CardBack"> Maskierter Katakan – Kartenrückseite\n\n<sprite="PopupIcons" name="Border"> Beengt – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Katakan – Avatar\n\n<sprite="PopupIcons" name="Title"> Auf Blut aus – Titel\n\nUnter anderen Leuten zu sein verspricht eine gewisse Sicherheit, also sei während einer Saovine-Nacht niemals alleine. Allerdings weiß man nie, wer bloß eine Verkleidung trägt ...
shop_data_out_for_blood_bundle_title;Auf-Blut-aus-Bundle
shop_data_overgrown_bundle_desc;<sprite="PopupIcons" name="Skin">Grüne Grille – Skin\n\n<sprite="PopupIcons" name="Board">Vergessen – Spielbrett\n\nDie Natur hält Einzug. Ist das nicht wunderschön? \n\nDieses Bundle wurde veröffentlicht, um die GWENT Open 2 im Jahr der Werratte zu unterstützen.
shop_data_overgrown_bundle_title;Das Überwucherung-Bundle (GWENT Open 2)
shop_data_passiflora_bundle_desc;<sprite="PopupIcons" name="Border"> Passiflora-Champion – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Amrynn – Avatar\n\n<sprite="PopupIcons" name="Avatar"> Narcissa – Avatar\n\n<sprite="PopupIcons" name="Avatar"> Viola – Avatar\n\n<sprite="PopupIcons" name="Title"> Passiflora-Champion – Titel\n\nGenieße in vollen Zügen die Dinge, für die Novigrad am bekanntesten ist! Und damit meinen wir weder den Handel noch die Hexenverfolgung.
shop_data_passiflora_bundle_title;Passiflora-Bundle
shop_data_power_blend_bundle_desc;<sprite="PopupIcons" name="CardBack"> Narr – Kartenrückseite\n\n<sprite="PopupIcons" name="Skin"> Gaunter O'Dim – Skin\n\n<sprite="PopupIcons" name="CardBack"> Schattenbaum – Kartenrückseite\n\n<sprite="PopupIcons" name="Board"> Es war einmal ein Scheiterhaufen – Spielbrett\n\n<sprite="PopupIcons" name="Coin"> Scheiterhaufen – Münze\n\n<sprite="PopupIcons" name="Skin"> Octavia Hale – Skin\n\n<sprite="PopupIcons" name="CardBack"> Erweiterung "Way of the Witcher", alle Fraktionskartenrückseiten\n\nErlange Ruhm und Macht mit diesem starken Bundle!
shop_data_power_blend_bundle_title;Mächtige-Mischung-Bundle
shop_data_premium_cc_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf Premiumkarten aus dem "Crimson Curse"-Set. Davon gehören vier Karten mindestens der Stufe Gewöhnlich sowie eine fünfte Karte mindestens der Stufe Selten an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_premium_cc_keg_title;"Crimson Curse"-Premiumfass
shop_data_premium_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf <b>Premium</b>-Karten aus dem Basisset. Davon gehören mindestens vier Karten der Stufe Gewöhnlich, sowie eine fünfte Karte der Stufe Selten oder besser an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_premium_keg_title;Basisset-Premiumfass
shop_data_prepared_for_war_bundle_desc;<sprite="PopupIcons" name="CardBack"> Lyrischer Soldat – Kartenrückseite\n\n<sprite="PopupIcons" name="CardBack"> Nilfgaardischer Soldat – Kartenrückseite\n\n<sprite="PopupIcons" name="Title"> Kriegsbereit – Titel\n\nEs heißt, der Krieg besteht größtenteils aus Langeweile und endet in unbeschreiblichem Grauen. Eins muss man den Schwarzkitteln jedenfalls lassen: Sie kommen schnell zur Sache.
shop_data_prepared_for_war_bundle_title;Kriegsbereit-Bundle
shop_data_priscilla&dandelion_desc;<sprite="PopupIcons" name="CardBack"> Tourpartner – Kartenrückseite\n\n<sprite="PopupIcons" name="Border"> Tourbühne – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Rittersporn auf Tour – Avatar\n\n<sprite="PopupIcons" name="Avatar"> Priscilla auf Tour – Avatar\n\n<sprite="PopupIcons" name="Title"> Dichter auf Tour – Titel\n\nLiebe gibt es in vielen verschiedenen Formen, von der Sonate bis zum Medley.
shop_data_priscilla&dandelion_title;"Priscilla und Rittersporn"-Bundle
shop_data_prosperity_pack_ 2023_desc;<sprite="PopupIcons" name="PremiumKeg"> 25 ultimative Premiumfässer\n\n<sprite="PopupIcons" name="Powder"> 900 Meteoritenstaub\n\nEin gewisses Maß von schier unermesslichem Reichtum.
shop_data_prosperity_pack_2021_desc;<sprite="PopupIcons" name="PremiumKeg">25 ultimative Premiumfässer\n\n<sprite="PopupIcons" name="Powder"> 400 Meteoritenstaub\n\n<sprite="PopupIcons" name="Card"> Schneeglöckchen – legendäre Karte\n\n<sprite="PopupIcons" name="Avatar"> Ochse – Avatar\n\n<sprite="PopupIcons" name="Border"> Mondladen – Rahmen\n\n<sprite="PopupIcons" name="Title"> "Mondanbeter" – Titel\n\nErweitere, stärke und verbessere deine Sammlung mit neuen Verzierungen, einer mächtigen legendären Karte und einer Ladung Meteoritenstaub. Frohes Mondneujahr!
shop_data_prosperity_pack_2022_desc;<sprite="PopupIcons" name="PremiumKeg"> 25 ultimative Premiumfässer\n\n<sprite="PopupIcons" name="Powder"> 500 Meteoritenstaub\n\n<sprite="PopupIcons" name="Avatar"> Goldener Tiger – Avatar\n\n<sprite="PopupIcons" name="Title"> Goldener Tiger – Titel\n\nErweitere und verbessere deine Sammlung mit neuen Verzierungen und einer Ladung Meteoritenstaub. Frohes Mondneujahr!
shop_data_prosperity_pack_title;Wohlstands-Pack
shop_data_rabbit_bundle_desc;<sprite="PopupIcons" name="CardBack"> Hase – Kartenrückseite\n\n<sprite="PopupIcons" name="Avatar"> Hase – Avatar\n\n<sprite="PopupIcons" name="Title"> Mondhase – Titel\n\nShøp wünscht dir so viel Glück, wie es auch das Glückshäschen hat. Möge deine Zukunft erstrahlen wie eine Himmelslaterne und deine Geldbörse klimpern wie in Träumen vom Kaufrausch.
shop_data_rabbit_bundle_title;Hasen-Bundle
shop_data_rarog_bundle_desc;<sprite="PopupIcons" name="Cardback"> Winter-Raróg – Kartenrückseite\n\n<sprite="PopupIcons" name="Coin"> Gefrorener Raróg – Münze\n\n♪ ... und ein Raaaaróg auf 'n paar Zweigen! ♫
shop_data_rarog_bundle_title;Winter-Raróg-Bundle
shop_data_raven_and_swallow_cardback_desc;<sprite="PopupIcons" name="CardBack"> Rabe und Schwalbe – Kartenrückseite\n\nNur gemeinsam zeigt sich das Besondere des einzelnen Geschöpfes.
shop_data_raven_and_swallow_cardback_title;Rabe und Schwalbe – Kartenrückseite
shop_data_raven_and_swallow_coin_desc;<sprite="PopupIcons" name="Coin"> Rabe und Schwalbe – Münze\n\nDer einfallsreiche Rabe und die flinke Schwalbe bilden ein fähiges Duo.
shop_data_raven_and_swallow_coin_title;Rabe und Schwalbe – Münze
shop_data_rivia_in_the_moonlight_board_desc;<sprite="PopupIcons" name="Board"> Im Mondlicht – Spielbrett\n\nWillkommen in Rivien, Heimat der Verachteten und der plötzlichen Helden.
shop_data_rivia_in_the_moonlight_board_title;Im Mondlicht – Rivien-Spielbrett
shop_data_sacred_and_profane_pack_desc;<sprite="PopupIcons" name="PremiumCard"> Alle Premiumkarten von "Heilig und profan"\n\n<sprite="PopupIcons" name="Skin"> Weißer Bär – Skin (Skellige)\n\nGesegnet seien die unerschütterlich Gläubigen. Verflucht seien die hinterlistigen Ketzer. Verehrt seien jene, die den Göttern von Fleisch und Blut dienen.
shop_data_sacred_and_profane_pack_title;Heilig-und-profan-Pack
shop_data_sands_of__time_board_desc;<sprite="PopupIcons" name="Board"> Sand der Zeit – Spielbrett\n\nErkunde die Ruine eines verlassenen Mondtempels. Entdecke, was die Vergangenheit und die Zukunft unter dem Sand vor uns verbergen.
shop_data_sands_of__time_board_desc_sale;<sprite="PopupIcons" name="Board"> Sand der Zeit – Spielbrett\n\nErkunde die Ruine eines verlassenen Mondtempels. Entdecke, was die Vergangenheit und die Zukunft unter dem Sand vor uns verbergen.\n\nMit dem Kauf dieses Produkts unterstützt du den GWENT-E-Sport. 50 % der Einnahmen, die mit diesem Spielbrett erzielt werden, fließen direkt in die Preisgelder des Mid-Season-Turniers von GWENT!
shop_data_sands_of_time_board_title;Sand der Zeit – Spielbrett
shop_data_saovine_bundle_desc;<sprite="PopupIcons" name="Border"> Saovine-Gebräu – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Nekker – Avatar\n\n<sprite="PopupIcons" name="Title"> Verhext – Titel\n\nDieser Nekker ist kein Begleiter einer exzentrischen Waldhexe. Nein, er will einfach nur dein Gesicht tragen und dein Knochenmark fressen.
shop_data_saovine_bundle_title;Verhextes-Saovine-Bundle
shop_data_saovine_gameboard_desc;<sprite="PopupIcons" name="Board"> Saovine – Spielbrett\n\nDer blubbernde Kessel erwartet die Verhexten ... und die Appetitlichen.
shop_data_saovine_gameboard_title;Saovine – Spielbrett
shop_data_saovine_sorcery_bundle_desc;<sprite="PopupIcons" name="Border"> Verzweiflungstat – Rahmen\n\n<sprite="PopupIcons" name="Border"> Alchemielabor – Rahmen\n\n<sprite="PopupIcons" name="Border"> Wissenssucher – Rahmen\n\n<sprite="PopupIcons" name="Border"> Saovine-Brauch – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Grusellaterne – Avatar\n\nWährend Saovine geschehen viele Dinge im Offenen. Dinge, die Leute Fragen stellen lassen. Oder an ihrem eigenen Verstand zweifeln lassen.
shop_data_saovine_sorcery_bundle_title;Saovine-Zauberei-Bundle
shop_data_school_of_griffin_bundle_desc;<sprite="PopupIcons" name="Avatar"> Georg von Kagen – Avatar\n\n<sprite="PopupIcons" name="Border"> Erzgreif – Rahmen\n\n<sprite="PopupIcons" name="Title"> von Kagen – Titel\n\nDieses Bundle enthält Verzierungen, die ursprünglich als freischaltbare Gegenstände in der Saison des Greifen im Jahr des Wildschweins eingeführt wurden – und dazu gibt es einen neuen, besonderen Bonusgegenstand!
shop_data_school_of_griffin_bundle_title;Greifenschule-Bundle
shop_data_scoiatael_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg"> 5 Scoia'tael-Fässer.\n\n<sprite="PopupIcons" name="Card"> Junge Königin Eithné – Karte.\n\n<sprite="PopupIcons" name="Border"> Scoia'tael – Rahmen.\n\nIdeal für neue Spieler! Stärke deine Lieblingsfraktion in GWENT! Dieses Pack enthält 5 Fässer, die ausschließlich Scoia'tael-Karten enthalten, sowie eine ausgewählte Scoia'tael-Goldkarte und einen einzigartigen Fraktionsrahmen.
shop_data_scoiatael_keg_15_title;Scoia'tael-Fass x15
shop_data_scoiatael_keg_15_title_gaea;Ignore.
shop_data_scoiatael_keg_2_title;Scoia'tael-Fass x2
shop_data_scoiatael_keg_2_title_gaea;Ignore.
shop_data_scoiatael_keg_40_title;Scoia'tael-Fass x40
shop_data_scoiatael_keg_40_title_gaea;Ignore.
shop_data_scoiatael_keg_60_title;Scoia'tael-Fass x60
shop_data_scoiatael_keg_60_title_gaea;Ignore.
shop_data_scoiatael_keg_7_title;Scoia'tael-Fass x7
shop_data_scoiatael_keg_7_title_gaea;Ignore.
shop_data_scoiatael_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf Scoia'tael-Karten aus einem beliebigen Set. Davon gehören vier Karten mindestens der Stufe Gewöhnlich sowie eine fünfte Karte mindestens der Stufe Selten an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_scoiatael_keg_title;Scoia'tael-Fass
shop_data_sheep_bundle_desc;<sprite="PopupIcons" name="Border"> Schaf – Rahmen\n\n<sprite="PopupIcons" name="Title"> Guter Hirte – Titel\n\nMäääh!
shop_data_sheep_bundle_title;Schaf-Bundle
shop_data_shop_small_fire_pack_desc;<sprite="PopupIcons" name="Avatar"> Ifrit – Avatar\n\n<sprite="PopupIcons" name="Border"> Animiertes Feuer – Rahmen\n\n<sprite="PopupIcons" name="Title"> Feuerakolyth – Titel\n\n<sprite="PopupIcons" name="Powder"> 400 Meteoritenstaub\n\nEin Lauffeuer braust heran und verwüstet alles, das sich nicht bewegen kann – und nährt mit Asche, was sich danach verzehrt ...
shop_data_shop_small_fire_pack_title;Feuer-Pack
shop_data_shupe_base_skin_desc;<sprite="PopupIcons" name="Skin"> Shøp – Skin\n\n"Welcher Troll, der noch recht bei Verstand ist ...", beginnt man sich zu fragen, wenn die Antwort doch breit lächelnd vor einem steht: der liebenswerte, der wuchtige, der einzig wahre Shøp!
shop_data_shupe_base_skin_title;Shøp – Skin
shop_data_shupe_bat_wings_desc;<sprite="PopupIcons" name="Trinket"> Fledermausschwingen – Schatz (Shøp)\n\nFlügel vielleicht klein, aber nicht wichtig. Sein für Stimmung. Oder so.
shop_data_shupe_borders_bundle_desc;<sprite="PopupIcons" name="Border"> Shøp: Ritter – Rahmen\n\n<sprite="PopupIcons" name="Border"> Shøp: Jäger – Rahmen\n\n<sprite="PopupIcons" name="Border"> Shøp: Magier – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Shøp: Abenteurer – Avatar\n\n<sprite="PopupIcons" name="Title"> Abenteurer – Titel\n\nShøp farmt EP, aber geht langsamer mit mehreren Klassen ...
shop_data_shupe_borders_bundle_title;Shøps Abenteuer-Bundle
shop_data_shupe_bunny_ears_trinket_desc;<sprite="PopupIcons" name="Trinket"> Häschenohren – Schatz (Shøp)\n\n<sprite="PopupIcons" name="Avatar"> Häschen-Shøp – Avatar\n\nWILL MENSCH WAS KAUFEN? KANN DURCH GROSSE OHREN GUT HÖREN!
shop_data_shupe_bunny_ears_trinket_title;Shøps Häschenohren
shop_data_shupe_challenge_bundle_desc;<sprite="PopupIcons" name="Border"> Frühlingsritter – Rahmen\n\n <sprite="PopupIcons" name="Title"> Frühlingsritter – Titel\n\n <sprite="PopupIcons" name="Avatar"> Shøp – Avatar\n\nDas Abenteuer ruft! Auf Wiedersehen, Frühling, willkommen, Sommer! \nFolge dem Ruf, indem du dir dieses besondere Bundle von Shøp holst!
shop_data_shupe_event_archer_desc;<sprite="PopupIcons" name="Skin"> Vrihedd-Bogenschütze – Skin\n\nHalt! Bist du ein Freund oder ein Nordling?
shop_data_shupe_event_archer_title;Vrihedd-Bogenschütze – Skin
shop_data_shupe_event_bandit_desc;<sprite="PopupIcons" name="Skin"> Gottverdammter Deserteur – Skin\n\n<sprite="PopupIcons" name="Border"> Alteisen – Rahmen\n\nBei der gottverdammten Infanterie hatten sie nicht mal genug Geld, um mir einen Speer zu geben – geschweige denn Lohn ...
shop_data_shupe_event_bandit_title;Entbehrung-Bundle
shop_data_shupe_event_booster_pack_desc;<sprite="PopupIcons" name="PowderNeg"> 30 Meteoritenstaub\n\n<sprite="PopupIcons" name="ScrapsNeg"> 40 Scraps\n\n<sprite="PopupIcons" name="Ore"> 50 Erz\n\nWar schlechter Tag, Mensch? Nicht traurig sein. Ist Shøp traurig, lässt Shøp sich von Shøp Geschenk geben. Muss Mensch auch machen.
shop_data_shupe_event_booster_pack_title;Gute-Geschenke-Pack
shop_data_shupe_event_economy_pack_desc;<sprite="PopupIcons" name="Keg"> 1 ultimatives Fass\n\nPsst! Hey! Mensch! Siehst du Fass? Shøp dir besonderes Angebot machen. Was drin ist? Verrät Shøp nicht. Erst kaufen, dann zerschmettern, und wenn dir gefällt, du mehr haben kannst!
shop_data_shupe_event_economy_pack_title;Fässer zum Zerschmettern
shop_data_shupe_event_harpy_desc;<sprite="PopupIcons" name="Skin"> Harpyie – Skin\n\nVersuch gar nicht erst, ihr Ei zu stehlen!
shop_data_shupe_event_harpy_title;Harpyie – Skin
shop_data_shupe_event_mp_bundle_desc;<sprite="PopupIcons" name="Border"> Shøp: Sucher – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Shøp: Sucher – Avatar\n\n<sprite="PopupIcons" name="Title"> Sucher – Titel\n\nIrgendwann Shøp war müde und ist zu Höhle, aber dann hat Shøp überall funkelnde Steine gesehen! Unglaubbar! Shøp ganz, ganz viele haben will, also ist gut, wenn müde.
shop_data_shupe_event_mp_bundle_title;Meteoritenstaub-Sucher-Bundle
shop_data_shupe_event_mp_cardback_desc;<sprite="PopupIcons" name="CardBack"> Meteoritenstaub-Sucher – Kartenrückseite\n\nMuss viele Glitzersteine finden!
shop_data_shupe_event_mp_cardback_title;Meteoritenstaub-Sucher – Kartenrückseite
shop_data_shupe_event_pack_1_desc;<sprite="PopupIcons" name="Card"> Shøp mach blau\n\n<sprite="PopupIcons" name="Avatar"> Trollololo – Avatar\n\n<sprite="PopupIcons" name="Title"> Umherziehender – Titel\n\n<sprite="PopupIcons" name="PremiumKeg"> 1 ultimatives Premiumfass\n\nShøp sich so gern um Laden kümmern, aber freie Tage auch toll! Gibt mehr im Leben als Fässerzerschmettern ... Abenteuer auch wichtig!
shop_data_shupe_event_pack_1_title;Shøp-mach-blau-Pack
