tracked_action_win_x_matches_ranked_matches_griffin;Ganhe {0} partidas ranqueadas durante a Temporada do Grifo.
tracked_action_win_x_matches_without_destroying_units;Ganhe {0} partidas sem destruir as unidades do seu adversário
tracked_action_win_x_rounds_with_syndicate;Jogue {0} rodadas usando um líder do Sindicato.
tracked_action_win_x_seasonal_or_classic_matches;Ganhe {0} partidas padrão ou de temporada
tracked_actions_play_x_cards_with_trap;Use {0} cartas com a categoria Armadilha
tracked_event_acquire_x_gold;Obtenha {0} de ouro.
tracked_event_activate_deathblow_x_times;Acione habilidades de Golpe Fatal <strong>{0}</strong> vezes.
tracked_event_assimilate_x_times;Acione habilidades de Assimilar <strong>{0}</strong> vezes.
tracked_event_barricade_x_times;Acione a Barricada {0} vezes
tracked_event_berserk_x_times;Acione habilidades de Frenesi <strong>{0}</strong> vezes.
tracked_event_bond_units_x_times;Acione habilidades de Elo <strong>{0}</strong> vezes.
tracked_event_boost_disloyal_units_x_times;Reforçe unidades de espionagem {0} vezes
tracked_event_boost_units_x_times;Reforce unidades <strong>{0}</strong> vezes.
tracked_event_boost_with_vitality_x_times;Melhore unidades com Vitalidade {0} vezes
tracked_event_boost_x_times;Reforça em {0} uma unidade.
tracked_event_break_shields_x_times;Remova um escudo causando dano a uma unidade <strong>{0}</strong> vezes.
tracked_event_collect_x_crown_pieces;Colete {0} Meias Coroas
tracked_event_complete_1_daily_quest;Conclua 1 missão diária
tracked_event_complete_a_daily_quest;Conclua uma missão diária
tracked_event_complete_daily_crown_x_times;Conclua uma Coroa Diária {0} vezes.
tracked_event_complete_x_daily_quest;Conclua {0} missões diárias.
tracked_event_complety_daily_crown_x_times;Conclua uma Coroa Diária <strong>{0}</strong> vezes.
tracked_event_create_cards_with_anna_x_times;Crie <strong>{0}</strong> cartas usando a habilidade de Anna Henrietta.
tracked_event_create_cards_x_times;Crie cartas {0} vezes
tracked_event_damage_unist_using_harald_ability_x_times;Cause dano a unidades <strong>{0}</strong> vezes com a habilidade de Harald, o Aleijado.
tracked_event_damage_units_x_times;Cause dano a unidades <strong>{0}</strong> vezes.
tracked_event_damage_with_bleed_x_times;Faça com que um inimigo sofra dano de sangramento <strong>{0}</strong> vezes.
tracked_event_damage_with_bleeding_x_times;Cause dano com Sangramento {0} vezes
tracked_event_damage_with_detlaff_x_times;Cause dano usando a habilidade de Dettlaff <strong>{0}</strong> vezes.
tracked_event_damage_with_frost_x_times;Cause dano com Frio {0} vezes
tracked_event_damage_x_times;Causa dano {0} vezes
tracked_event_destroy_footmen_with_lonely_champion;Destrua {0} Soldados da Rosa Ardente com Campeão Solitário
tracked_event_destroy_x_units;Destrua {0} unidades
tracked_event_diveristy_x_times;Ignore.
tracked_event_draw_cards_with_calnthe_x_times;Compre uma carta usando a habilidade de Calanthe <strong>{0}</strong> vezes.
tracked_event_exposed_x_times;Acione Expor {0} vezes
tracked_event_finish_x_matches_bronze_cards_only;Conclua <strong>{0}</strong> partidas usando apenas cartas de bronze.
tracked_event_finish_x_matches_using_adda;Conclua {0} partidas usando Princesa Adda.
tracked_event_finish_x_matches_using_arachas_queen;Conclua {0} partidas usando Aracna Rainha.
tracked_event_finish_x_matches_using_ardal;Conclua {0} partidas usando Ardal aep Dahy.
tracked_event_finish_x_matches_using_brouver;Conclua {0} partidas usando Brouver Hoog.
tracked_event_finish_x_matches_using_eithne;Conclua {0} partidas usando Eithné.
tracked_event_finish_x_matches_using_eldain;Conclua {0} partidas usando Eldain.
tracked_event_finish_x_matches_using_emhyr;Conclua {0} partidas usando Emhyr var Emreis.
tracked_event_finish_x_matches_using_eredin;Conclua {0} partidas usando Eredin Bréacc Glas.
tracked_event_finish_x_matches_using_filavandrel;Conclua {0} partidas usando Filavandrel aén Fidháil.
tracked_event_finish_x_matches_using_foltest;Conclua {0} partidas usando Rei Foltest.
tracked_event_finish_x_matches_using_francesca;Conclua {0} partidas usando Francesca Findabair.
tracked_event_finish_x_matches_using_gernichora;Conclua {0} partidas usando Gernichora.
tracked_event_finish_x_matches_using_henselt;Conclua {0} partidas usando Rei Henselt.
tracked_event_finish_x_matches_using_meve;Conclua {0} partidas usando Rainha Meve.
tracked_event_finish_x_matches_using_morvran;Conclua {0} patidas usando Morvran Voorhis.
tracked_event_finish_x_matches_using_unseen_elder;Conclua {0} partidas usando Ancião Sonegado.
tracked_event_finish_x_matches_using_usurper;Conclua {0} partidas usando Usurpador.
tracked_event_finish_x_matches_using_woodland_spirit;Conclua {0} partidas usando Espírito do Bosque.
tracked_event_harmony_x_times;Acione habilidades de Harmonia <strong>{0}</strong> vezes.
tracked_event_kill_with_poison_x_times;Destrua unidades usando apenas veneno <strong>{0}</strong> vezes.
tracked_event_kill_x_beasts;Abata {0} Feras.
tracked_event_kill_x_units;Destrua {0} unidades
tracked_event_kill_x_units_fix;Mate {0} unidades
tracked_event_lock_x_units;Bloqueie {0} unidades
tracked_event_open_kegs;Abra {0} barris
tracked_event_order_x_times;Use habilidades de Ordem {0} vezes
tracked_event_place_shields_x_times;Conceda escudo <strong>{0}</strong> vezes.
tracked_event_play_alchemy_cards_x_times;Use {0} cartas de alquimia.
tracked_event_play_armor_granting_cards_x_times;Use unidades que concedem armadura <strong>{0}</strong> vezes.
tracked_event_play_artifact_cards_x_times;Use {0} cartas de artefato.
tracked_event_play_assimilate_x_times;Use uma carta com Assimilar <strong>{0}</strong> vezes.
tracked_event_play_auberon_x_times;Use Auberon {0} vezes
tracked_event_play_berserk_x_times;Use uma carta com Frenesi <strong>{0}</strong> vezes.
tracked_event_play_cards_with_bleed_x_times;Use uma carta com Sangramento <strong>{0}</strong> vezes.
tracked_event_play_cards_with_dana_x_times;Use uma unidade de Scoia'tael com a habilidade de Dana <strong>{0}</strong> vezes.
tracked_event_play_common_cards_x_times;Use {0} cartas com raridade comum.
tracked_event_play_eithne_x_times;Use Eithné {0} vezes
tracked_event_play_epic_cards_x_times;Use {0} cartas com raridade épica.
tracked_event_play_geralts_x_times;Use {0} cartas de Geralt.
tracked_event_play_harald_x_times;Use Harald an Craite {0} vezes
tracked_event_play_harmony_x_times;Use uma carta com Harmonia <strong>{0}</strong> vezes.
tracked_event_play_jacques_x_times;Use Jacques {0} vezes
tracked_event_play_legendary_cards_x_times;Use {0} cartas com raridade lendária.
tracked_event_play_match_blaze_of_glory;Jogue uma partida com a habilidade Fogo de Glória
tracked_event_play_match_hidden_cache;Jogue uma partida com a habilidade Esconderijo Secreto
tracked_event_play_match_imposter;Jogue uma partida com a habilidade Impostor
tracked_event_play_match_mahakam_forge;Jogue uma partida com a habilidade Forja de Mahakam
tracked_event_play_match_overwhelming_hunger;Jogue uma partida com a habilidade Fome Opressora
tracked_event_play_match_uprising;Jogue uma partida com a habilidade Revolta
tracked_event_play_match_with_supported_faction;Jogue uma partida com a facção apoiada
tracked_event_play_neutral_cards_x_times;Use {0} cartas neutras.
tracked_event_play_organic_cards_x_times;Use {0} cartas orgânicas.
tracked_event_play_rare_cards_x_times;Use {0} cartas com raridade rara.
tracked_event_play_shield_x_times;Jogue uma carta com escudo <strong>{0}</strong> vezes.
tracked_event_play_special_cards_x_times;Use {0} cartas especiais.
tracked_event_play_spell_cards_x_times;Use {0} cartas de feitiço.
tracked_event_play_tactics_cards_x_times;Use {0} cartas de tática.
tracked_event_play_triss_x_times;Use {0} cartas de Triss
tracked_event_play_unit_cards_x_times;Use {0} cartas de unidade.
tracked_event_play_usurper_x_times;Use Usurpador {0} vezes
tracked_event_play_viraxas_x_times;Use Viraxas {0} vezes
tracked_event_play_witcher_cards_x_times;Use bruxos <strong>{0}</strong> vezes.
tracked_event_play_witcher_trio_x_times;Use Eskel, Vesemir ou Lambert {0} vezes.
tracked_event_play_x_beasts;Use {0} Feras
tracked_event_play_x_bombs;Use {0} Bombas
tracked_event_play_x_bronzes;Use {0} cartas de bronze
tracked_event_play_x_cards;Use <strong>{0}</strong> cartas.
tracked_event_play_x_cards_below_6_power;Use {0} cartas com 6 ou menos de poder
tracked_event_play_x_cards_with_assimilate_fee_inspired;Use {0} cartas com Assimilar, Taxa ou Inspirado
tracked_event_play_x_cards_with_charges;Use <strong>{0}</strong> unidades com cargas.
tracked_event_play_x_cards_with_even_power;Use {0} cartas com poder básico par.
tracked_event_play_x_cards_with_less_provisions_y;Use <strong>{0}</strong> cartas com 7 de custo de recrutamento ou menos.
tracked_event_play_x_cards_with_more_provisions_y;Use <strong>{0}</strong> cartas com 8 de custo de recrutamento ou mais.
tracked_event_play_x_cards_with_odd_power;Use {0} cartas com poder básico ímpar.
tracked_event_play_x_cards_with_thrive_harmony_berserk;Use {0} cartas com Prosperar, Harmonia ou Frenesi
tracked_event_play_x_common_cards;Use {0} cartas comuns
tracked_event_play_x_epic_cards;Use {0} cartas épicas
tracked_event_play_x_gold_cards;Use {0} cartas douradas em qualquer modo de jogo.
tracked_event_play_x_humans;Use {0} Humanos
tracked_event_play_x_matches;Jogue {0} partidas em qualquer modo de jogo
tracked_event_play_x_matches_blaze_of_glory;Jogue {0} partidas com a habilidade Fogo de Glória
tracked_event_play_x_matches_hidden_cache;Jogue {0} partidas com a habilidade Esconderijo Secreto
tracked_event_play_x_matches_imposter;Jogue {0} partidas com a habilidade Impostor
tracked_event_play_x_matches_mahakam_forge;Jogue {0} partidas com a habilidade Forja de Mahakam
tracked_event_play_x_matches_overwhelming_hunger;Jogue {0} partidas com a habilidade Fome Opressora
tracked_event_play_x_matches_uprising;Jogue {0} partidas com a habilidade Revolta
tracked_event_play_x_or_less_cards_one_game;Use <strong>{0}</strong> ou menos cartas na mesma partida.
tracked_event_play_x_or_more_cards_one_game;Use <strong>40</strong> ou mais cartas em uma partida.
tracked_event_play_x_rare_and_common_cards;Use {0} cartas de raridade comum e rara.
tracked_event_play_x_rare_cards;Use {0} cartas raras
tracked_event_play_x_rounds_with_supported_faction;Jogue {0} rodadas com uma facção apoiada.
tracked_event_play_x_seasonal_matches;Jogue <strong>{0}</strong> partidas de temporada.
tracked_event_play_x_spells;Use {0} Feitiços
tracked_event_play_x_triss_cards;Use {0} cartas de Triss
tracked_event_play_x_warriors_cards;Use <strong>{0}</strong> unidades com a categoria Guerreiro.
tracked_event_play_x_yennefer_cards;Use {0} cartas de Yennefer
tracked_event_purify_unity_x_times;Acione habilidades de Purificar <strong>{0}</strong> vezes.
tracked_event_reach_level_5;Chegue ao nível 5
tracked_event_reach_level_x;Chegue ao nível {0} jogando qualquer modo.
tracked_event_reset_orders_with_viraxas;Redefina uma habilidade de Ordem {0} vezes com Viraxas
tracked_event_spawn_dryads;Faça surgir {0} Dríades
tracked_event_spawn_firesworn_tokens;Faça {0} tokens de Ignáticos surgirem
tracked_event_spawn_flaming_rose_footmen;Faça surgir {0} Soldados da Rosa Ardente
tracked_event_spawn_operatives_with_usurper;Faça surgir {0} Operantes com Usurpador
tracked_event_spawn_tokens_with_jacques;Faça {0} tokens de Ignáticos surgirem com Jacques
tracked_event_spawn_volunteers;Faça surgir {0} Voluntários
tracked_event_spawn_x_cards;Faz surgir {0} cartas
tracked_event_spawn_x_units;Faça surgir {0} unidades
tracked_event_spawn_young_dryads_with_eithne;Faça surgir {0} Dríades Jovens com Eithne
tracked_event_spawn_zealots_with_jacues;Faça surgir {0} Sacerdotes Ignáticos com Jacques
tracked_event_summon_roach_x_times;Faça surgir {0} Carpeados
tracked_event_transform_with_svalblod_x_times;Cause dano a uma unidade com a habilidade de Svalblod <strong>{0}</strong> vezes.
tracked_event_trigger_bloodthirst_cards_x_times;Use <strong>{0}</strong> cartas com Sede de Sangue.
tracked_event_trigger_bloodthirst_x_times;Acione Sede de Sangue {0} vezes
tracked_event_trigger_conspiracy_x_times;Acione Conspiração {0} vezes
tracked_event_trigger_deathwish_x_times;Acione Desejo de Morte {0} vezes
tracked_event_use_calveit_ability_x_times;Use <strong>{0}</strong> cartas usando a habilidade de Jan Calveit.
tracked_event_use_demavend_ability_x_times;Dê <strong>{0}</strong> investidas usando a habilidade de Rei Demavend III.
tracked_event_use_eist_ability_x_times;Use <strong>{0}</strong> Guerreiros com a habilidade dde Eist Tuirseach.
tracked_event_win_1_match_with_each_baseset_leader_from_supported_faction;Ganhe 1 jogo com cada um dos líderes do conjunto base da sua facção apoiada.
tracked_event_win_matches_with_cc_leaders;Ganhe <strong>{0}</strong> partidas usando líderes de Crimson Curse.
tracked_event_win_x_game_in_a_row;Ganhe <strong>{0}</strong> partidas de temporada seguidas.
tracked_event_win_x_game_in_a_row_any_mode;Ganhe <strong>{0}</strong> partidas seguidas em qualquer modo.
tracked_event_win_x_matches_blaze_of_glory;Ganhe {0} partidas com a habilidade Fogo de Glória
tracked_event_win_x_matches_bronze_cards_only;Ganhe <strong>{0}</strong> partidas usando apenas cartas de bronze.
tracked_event_win_x_matches_hidden_cache;Ganhe {0} partidas com a habilidade Esconderijo Secreto
tracked_event_win_x_matches_imposter;Ganhe {0} partidas com a habilidade Impostor
tracked_event_win_x_matches_mahakam_forge;Ganhe {0} partidas com a habilidade Forja de Mahakam
tracked_event_win_x_matches_overwhelming_hunger;Ganhe {0} partidas com a habilidade Fome Opressora
tracked_event_win_x_matches_uprising;Ganhe {0} partidas com a habilidade Revolta
tracked_event_win_x_matches_using_adda;Ganhe {0} partidas usando Princesa Adda.
tracked_event_win_x_matches_using_arachas_queen;Ganhe {0} partidas usando Aracna Rainha.
tracked_event_win_x_matches_using_ardal;Ganhe {0} partidas usando Ardal aep Dahy.
tracked_event_win_x_matches_using_brouver;Ganhe {0} partidas usando Brouver Hoog.
tracked_event_win_x_matches_using_calveit;Ganhe <strong>{0}</strong> partidas com Jan Calveit.
tracked_event_win_x_matches_using_demavend;Ganhe <strong>{0}</strong> partidas com Rei Demavend III.
tracked_event_win_x_matches_using_eist;Ganhe <strong>{0}</strong> partidas com Eist Tuirseach.
tracked_event_win_x_matches_using_eithne;Ganhe {0} partidas usando Eithné.
tracked_event_win_x_matches_using_eldain;Ganhe {0} partidas usando Eldain.
tracked_event_win_x_matches_using_emhyr;Ganhe {0} partidas usando Emhyr var Emreis.
tracked_event_win_x_matches_using_eredin;Ganhe {0} partidas usando Eredin Bréacc Glas.
tracked_event_win_x_matches_using_filavandrel;Ganhe {0} partidas usando Filavandrel aén Fidháil.
tracked_event_win_x_matches_using_foltest;Ganhe {0} partidas usando Rei Foltest.
tracked_event_win_x_matches_using_francesca;Ganhe {0} partidas usando Francesca Findabair.
tracked_event_win_x_matches_using_gernichora;Ganhe {0} partidas usando Gernichora.
tracked_event_win_x_matches_using_harald;Ganhe <strong>{0}</strong> partidas com Harald, o Aleijado.
tracked_event_win_x_matches_using_henselt;Ganhe {0} partidas usando Rei Henselt.
tracked_event_win_x_matches_using_meve;Ganhe {0} partidas usando Rainha Meve.
tracked_event_win_x_matches_using_morvran;Ganhe {0} partidas usando Morvran Voorhis.
tracked_event_win_x_matches_using_unseen_elder;Ganhe {0} partidas usando Ancião Sonegado.
tracked_event_win_x_matches_using_usurper;Ganhe {0} partidas usando Usurpador.
tracked_event_win_x_matches_using_woodland_spirit;Ganhe {0} partidas usando Espírito do Bosque.
