_inputshopbuymultiple;ACHETER
vanity_head_80296_title;Sang-mêlé (humain)
vanity_head_80297_title;Invité masqué (humain)
vanity_head_80298_title;Médecin de peste (humain)
vanity_head_80299_title;Grand vampire (humain)
vanity_head_80300_title;Complications inattendues (humain)
vanity_head_80301_title;Masque en peau humaine (humain)
vanity_head_80302_title;Maudit (sang-mêlé)
vanity_head_80362_title;Emiel Régis (sang-mêlé)
vanity_head_80363_title;Fantôme (sang-mêlé)
vanity_head_80364_title;Sang-mêlé (sang-mêlé)
vanity_head_80365_title;Invité masqué (sang-mêlé)
vanity_head_80366_title;Médecin de peste (sang-mêlé)
vanity_head_80367_title;Grand vampire (sang-mêlé)
vanity_head_80368_title;Complications inattendues (sang-mêlé)
vanity_head_80369_title;Masque en peau humaine (sang-mêlé)
vanity_head_80370_title;Maudit (sang-mêlé)
vanity_leader_skin_80000_title;Tenue d'héritière de sang
vanity_leader_skin_80001_title;Tenue d'essaim émeraude
vanity_leader_skin_80002_title;Tenue de Jarl d'An Skellig
vanity_leader_skin_80003_title;Tenue d'ours ancien
vanity_leader_skin_80004_title;Tenue de défenseur de Mahakam
vanity_leader_skin_80005_title;Tenue de Sanglier des mers
vanity_leader_skin_80006_title;Tenue de seigneur de Vengerberg
vanity_leader_skin_80007_title;Tenue d'allié de Lyrie
vanity_leader_skin_80008_title;Tenue de chasseur d'An Skellig
vanity_leader_skin_80009_title;Tenue de reine de l'automne
vanity_leader_skin_80010_title;Tenue de mal primordial
vanity_leader_skin_80011_title;Tenue de fléau du Nord
vanity_leader_skin_80012_title;Tenue de la Flamme blanche
vanity_leader_skin_80013_title;Tenue de conquérant Aen Elle
vanity_leader_skin_80014_title;Tenue de descendant des Navires Blancs
vanity_leader_skin_80015_title;Tenue de gardien respecté
vanity_leader_skin_80016_title;Tenue de reine des Elfes
vanity_leader_skin_80017_title;Tenue d'écailles de serpent
vanity_leader_skin_80019_title;Tenue de la dernière licorne
vanity_leader_skin_80020_title;Tenue de vengeur de Nazair
vanity_leader_skin_80021_title;Tenue d'esprit de l'hiver
vanity_leader_skin_80022_title;Tenue de passionné de courses de chevaux
vanity_leader_skin_80023_title;Tenue de sauveur de l'Empire
vanity_leader_skin_80027_title;Tenue de souveraine d'argent
vanity_leader_skin_80028_title;Tenue de marques de la disgrâce
vanity_leader_skin_80029_title;Tenue de renard bleu
vanity_leader_skin_80030_title;Tenue de commando de l'ombre
vanity_leader_skin_80031_title;Tenue de sangsue blanche
vanity_leader_skin_80033_title;Tenue d'armure de sang
vanity_leader_skin_80034_title;Tenue de la Fête de la faux
vanity_leader_skin_80035_title;Tenue de la Lionne de Cintra
vanity_leader_skin_80036_title;Tenue de soirée estivale
vanity_leader_skin_80037_title;Tenue de velours à la mode
vanity_leader_skin_80038_title;Tenue de fourrure ivoire
vanity_leader_skin_80039_title;Tenue Armure de sang noir
vanity_leader_skin_80040_title;Tenue de nain fier
vanity_leader_skin_80041_title;Tenue du Feu noire
vanity_leader_skin_80042_title;Tenue de fou dépravé
vanity_leader_skin_80043_title;Tenue des faubourgs
vanity_leader_skin_80044_title;Tenue de pillarde nocturne
vanity_leader_skin_80045_title;Tenue des services secrets redaniens
vanity_leader_skin_80046_title;Tenue de Protecteur du Nord
vanity_leader_skin_80047_title;Tenue zerrikanienne
vanity_leader_skin_80048_title;Tenue de roi de la Chasse Sauvage
vanity_leader_skin_80049_title;Tenue de leshen
vanity_leader_skin_80050_title;Tenue d'essaim rubis
vanity_leader_skin_80051_title;Tenue maléfique
vanity_leader_skin_80052_title;Tenue de Gvaern Ichaer
vanity_leader_skin_80053_title;Tenue de la bête de Beauclair
vanity_leader_skin_80054_title;Tenue du Hérisson d'Erlenwald
vanity_leader_skin_80055_title;Tenue de général nilfgaardien
vanity_leader_skin_80056_title;Tenue de noble
vanity_leader_skin_80057_title;Tenue d'aristocrate
vanity_leader_skin_80058_title;Tenue de duc nilfgaardien
vanity_leader_skin_80059_title;Tenue de duchesse de Toussaint
vanity_leader_skin_80060_title;Tenue royale
vanity_leader_skin_80061_title;Tenue de roi d'Aedirn
vanity_leader_skin_80062_title;Tenue de roi de Kaedwen
vanity_leader_skin_80063_title;Tenue d'héritière déchirée
vanity_leader_skin_80064_title;Tenue de reine de Lyrie et de Riv
vanity_leader_skin_80065_title;Tenue ornée de saphirs de la Lionne de Cintra
vanity_leader_skin_80066_title;Tenue de la Pâquerette des vallées
vanity_leader_skin_80067_title;Tenue des Montagnes bleues
vanity_leader_skin_80068_title;Tenue traditionnelle
vanity_leader_skin_80069_title;Tenue de la reine du printemps
vanity_leader_skin_80070_title;Tenue de bandit
vanity_leader_skin_80071_title;Tenue de la Reine des Champs
vanity_leader_skin_80072_title;Tenue du clan Tuirseach
vanity_leader_skin_80073_title;Tenue du clan an Craite
vanity_leader_skin_80074_title;Tenue de guerrier
vanity_leader_skin_80075_title;Tenue de pêcheur d'An Skellig
vanity_leader_skin_80076_title;Tenue de coup dans le mille
vanity_leader_skin_80077_title;Tenue de fourrure brune
vanity_leader_skin_80078_title;Tenue de feu purificateur
vanity_leader_skin_80079_title;Tenue de chef du crime nain
vanity_leader_skin_80080_title;Tenue de chef des Écumeurs
vanity_leader_skin_80081_title;Tenue de chef des Ignorés
vanity_leader_skin_80082_title;Tenue de chef des Abatteurs
vanity_leader_skin_80083_title;Tenue de diplômé de l'académie d'Oxenfurt
vanity_leader_skin_80084_title;Tenue du Sévère
vanity_leader_skin_80085_title;Tenue du duc des chiens
vanity_leader_skin_80086_title;Crach Père Noël
vanity_leader_skin_80087_title;Tenue de Vizir d'Ophir
vanity_leader_skin_80088_title;Tenue de spectre
vanity_leader_skin_80089_title;Tenue ophiri
vanity_leader_skin_80090_title;Tenue de spectre
vanity_leader_skin_80091_title;Tenue de déesse de l'amour
vanity_leader_skin_80092_title;Tenue d'orateur ardent
vanity_leader_skin_80093_title;Chemise en lin
vanity_leader_skin_80094_title;Armure de l'École de la Manticore
vanity_leader_skin_80095_title;Armure de Kaer Morhen
vanity_leader_skin_80096_title;Équipement de l'École du Loup de grand maître
vanity_leader_skin_80097_title;Équipement de l'École de l'Ours de grand maître
vanity_leader_skin_80114_title;Tenue d'esprit agité
vanity_leader_skin_80119_title;Tenue de grillon vert
vanity_leader_skin_80120_title;Tenue du Maître Miroir
vanity_leader_skin_80121_title;Tenue du Maître Miroir
vanity_leader_skin_80122_title;Tenue d'empereur
vanity_leader_skin_80123_title;Tenue d'Œil d'argent
vanity_leader_skin_80124_title;Tenue d'attaquant
vanity_leader_skin_80125_title;Tenue de l'Épervier
vanity_leader_skin_80126_title;Tenue de spectre gelé
vanity_leader_skin_80184_title;Tenue de la reine du vent
vanity_leader_skin_80196_title;Tenue de Grand-père du givre
vanity_leader_skin_80237_title;Chapeau de la Saint-Patrick d'Échøp
vanity_leader_skin_80276_title;Oreilles de lapin
vanity_leader_skin_80279_title;Aura de lys d'anniversaire
vanity_leader_skin_80280_title;Aura de lys d'anniversaire
vanity_leader_skin_80281_title;Tenue de la duchesse de Dol Blathanna
vanity_leader_skin_80282_title;Maîtresse sanguinaire
vanity_leader_skin_80443_title;Aura de l'amour
vanity_leader_skin_default_title;Tenue par défaut
vanity_leader_trinket_80032_title;Tenue de commandant militaire
vanity_leader_trinket_80047_title;Tenue zerrikanienne
vanity_leader_trinket_80092_title;Tenue d'orateur ardent
vanity_leader_trinket_80098_title;Masque de loup
vanity_leader_trinket_80099_title;Masque de perroquet
vanity_leader_trinket_80100_title;Bandana rouge
vanity_leader_trinket_80101_title;Marteau de guerre et sabre Iris
vanity_leader_trinket_80102_title;Bloed Aedd et Steiger en argent
vanity_leader_trinket_80103_title;Poêle à frire et masse lourde
vanity_leader_trinket_80104_title;Trophée de nekker
vanity_leader_trinket_80104_title_cn;Ignorer
vanity_leader_trinket_80105_title;Trophée de griffon
vanity_leader_trinket_80105_title_cn;Ignorer
vanity_leader_trinket_80106_title;Trophée de molosse
vanity_leader_trinket_80106_title_cn;Ignorer
vanity_leader_trinket_80107_title;Mascotte Ablette
vanity_leader_trinket_80108_title;Épée en bois
vanity_leader_trinket_80109_title;Masque de Foltest
vanity_leader_trinket_80110_title;Loup Blanc
vanity_leader_trinket_80111_title;Équipement de Kaer Morhen
vanity_leader_trinket_80112_title;Crochet à trophées
vanity_leader_trinket_80113_title;Licorne de Yennefer
vanity_leader_trinket_80115_title;Trophée de Raróg
vanity_leader_trinket_80116_title;Oreilles d'âne
vanity_leader_trinket_80117_title;Mascotte Cochon
vanity_leader_trinket_80118_title;Mascotte Ours zerrikanien
vanity_leader_trinket_80119_title;Tenue de grillon vert
vanity_leader_trinket_80126_title;Tenue gelée
vanity_leader_trinket_80127_title;Corset en cuir
vanity_leader_trinket_80128_title;Guerrière de Skellige
vanity_leader_trinket_80129_title;Sorceleuse
vanity_leader_trinket_80130_title;Armure nilfgaardienne
vanity_leader_trinket_80131_title;Ronin
vanity_leader_trinket_80132_title;Lionceau de Cintra
vanity_leader_trinket_80133_title;Tresses de Skellige
vanity_leader_trinket_80134_title;Crâne rasé
vanity_leader_trinket_80135_title;Bandana d'Iorveth
vanity_leader_trinket_80136_title;Masque de kitsune
vanity_leader_trinket_80137_title;Masque de bal
vanity_leader_trinket_80138_title;Casque
vanity_leader_trinket_80139_title;Chapeau de paille
vanity_leader_trinket_80140_title;Gwyhyr
vanity_leader_trinket_80141_title;Hache
vanity_leader_trinket_80142_title;Épée nilfgaardienne
vanity_leader_trinket_80143_title;Katana
vanity_leader_trinket_80144_title;Épée en bois
vanity_leader_trinket_80145_title;Sabre ophiri canalisateur
vanity_leader_trinket_80146_title;Aucune aura
vanity_leader_trinket_80147_title;Nova
vanity_leader_trinket_80148_title;Rayons crépusculaires
vanity_leader_trinket_80149_title;Neige
vanity_leader_trinket_80150_title;Hirondelles
vanity_leader_trinket_80151_title;Queues de kitsune
vanity_leader_trinket_80152_title;Fleur dans les cheveux
vanity_leader_trinket_80153_title;Zireael argentée
vanity_leader_trinket_80154_title;Ronin écarlate
vanity_leader_trinket_80155_title;Katana écarlate
vanity_leader_trinket_80156_title;Tenue de mage
vanity_leader_trinket_80157_title;Tenue de druide
vanity_leader_trinket_80158_title;Tenue de nécromancien
vanity_leader_trinket_80159_title;Tenue avec armure
vanity_leader_trinket_80160_title;Tenue de ronin
vanity_leader_trinket_80161_title;Tenue avec armure dorée
vanity_leader_trinket_80162_title;Le Mage
vanity_leader_trinket_80163_title;Chapeau de druide
vanity_leader_trinket_80164_title;Nécromancien
vanity_leader_trinket_80165_title;Casque
vanity_leader_trinket_80166_title;Livre
vanity_leader_trinket_80167_title;Bouteilles
vanity_leader_trinket_80168_title;Bourse
vanity_leader_trinket_80169_title;Faucille de druide
vanity_leader_trinket_80170_title;Dague sombre
vanity_leader_trinket_80171_title;Coiffure de ronin
vanity_leader_trinket_80172_title;Masque de ronin
vanity_leader_trinket_80173_title;Masque du soleil et de la lune
vanity_leader_trinket_80174_title;Aucun canalisateur
vanity_leader_trinket_80175_title;Cube ancien canalisateur
vanity_leader_trinket_80176_title;Œil de Néhaléni canalisateur
vanity_leader_trinket_80177_title;Cercle d'invocation druidique
vanity_leader_trinket_80178_title;Cercle d'invocation démoniaque
vanity_leader_trinket_80179_title;Bâton canalisateur
vanity_leader_trinket_80180_title;Aucune aura
vanity_leader_trinket_80181_title;Aura de foudre
vanity_leader_trinket_80182_title;Aura de druide
vanity_leader_trinket_80183_title;Aura de nécromancien
vanity_leader_trinket_80184_title;Tenue de la reine du vent
vanity_leader_trinket_80185_title;Aura cosmique
vanity_leader_trinket_80186_title;Aucun objet
vanity_leader_trinket_80187_title;Tenue d'ogre
vanity_leader_trinket_80188_title;Tête
vanity_leader_trinket_80189_title;Tête de citrouille
vanity_leader_trinket_80190_title;Ramure des fêtes
vanity_leader_trinket_80191_title;Collier de cartes colorées
vanity_leader_trinket_80192_title;Aucun collier
vanity_leader_trinket_80193_title;Tenue de spectre
vanity_leader_trinket_80194_title;Tenue d'incarnation du mal
vanity_leader_trinket_80195_title;Incarnation du mal
vanity_leader_trinket_80197_title;Casque doré
vanity_leader_trinket_80198_title;Serre-tête avec flèche
vanity_leader_trinket_80199_title;Magicienne
vanity_leader_trinket_80200_title;Armure légère
vanity_leader_trinket_80201_title;Armure légère ivoire
vanity_leader_trinket_80202_title;Magicienne guerrière
vanity_leader_trinket_80203_title;Armure de combat ivoire
vanity_leader_trinket_80204_title;Magicienne violette
vanity_leader_trinket_80205_title;Robe de bal
vanity_leader_trinket_80206_title;Robe dorée et blanche
vanity_leader_trinket_80207_title;Robe de nécromante
vanity_leader_trinket_80208_title;Magicienne
vanity_leader_trinket_80209_title;Masque de loup doré
vanity_leader_trinket_80210_title;Distinguée
vanity_leader_trinket_80211_title;Collier de plumes
vanity_leader_trinket_80212_title;Collier de plumes ivoire
vanity_leader_trinket_80213_title;Coiffure plus courte
vanity_leader_trinket_80214_title;Capuche
vanity_leader_trinket_80215_title;Capuche grise
vanity_leader_trinket_80216_title;Pas de babiole d'épaules
vanity_leader_trinket_80217_title;Fourrure
vanity_leader_trinket_80218_title;Écharpe noire à plumes
vanity_leader_trinket_80219_title;Écharpe argentée
vanity_leader_trinket_80220_title;Pointes
vanity_leader_trinket_80221_title;Pointes dorées
vanity_leader_trinket_80222_title;Armure de magicienne guerrière
vanity_leader_trinket_80223_title;Magicienne guerrière ivoire
vanity_leader_trinket_80224_title;Cape
vanity_leader_trinket_80225_title;Cape grise
vanity_leader_trinket_80226_title;Aucune aura
vanity_leader_trinket_80227_title;Aura de renouveau
vanity_leader_trinket_80228_title;Aura tempétueuse
vanity_leader_trinket_80229_title;Aura de tempête de feu
vanity_leader_trinket_80230_title;Aura de corbeaux
